,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
20,ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",--,--,--,--,--,--,N/D,N/D,N/D,,
21,AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%","28,606","9,5714","18,3752","2,2324","16,1428","20,6077","809,644213","75,7878","473,55",40.0,
22,ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",--,--,"1,5388","0,0726","1,4662","1,6115","1054,817498","101,1538","490,15",,
23,ANHBA5,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),05/11/2030,"DI + 0,44%","0,6","0,452","0,4977","0,0189","0,4788","0,5167","1053,694734","99,8058","852,62",40.0,
24,ANHBA6,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),15/07/2032,"DI + 0,5%","0,7366","0,55","0,61","0,0212","0,5888","0,6312","1016,517132","99,5268","1091,91",35.0,
25,APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%","1,45","1,15","1,3",0,"1,3","1,3","760,669074","101,2937","388,39",,
26,APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%","0,7","0,4487","0,57","0,0098","0,5602","0,58","528,242802","100,2999","262,21",,
27,ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%","1,9778","1,6","1,7984","0,0249","1,7735","1,8233","1075,845456","101,213","687,32",,
28,ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%","2,1","1,7606","1,9284","0,0061","1,9223","1,9346","1000,168412","99,8917","979,49",,
29,ARML15,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/09/2032,"DI + 1,35%",--,--,"1,9278","0,1264","1,8014","2,0544","1051,942879","97,8161","975,12",,
30,ARML25,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/09/2034,"DI + 1,6%","2,3","1,9","2,1",0,"2,1","2,1","1052,798797","97,7789","1147,42",,
31,ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%","1,2738","1,05","1,1554","0,0134","1,142","1,1689","671,313584","100,4491","231,66",35.0,
32,ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%","1,7005","1,45","1,5734","0,0048","1,5686","1,5783","1030,081009","101,8642","422,95",,
33,ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%","1,7511","1,5","1,6278","0,0057","1,622","1,6336","1087,98738","101,5407","510,05",40.0,
34,ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,"1,5025","0,0674","1,4351","1,5699","1046,252061","100,6554","481,84",,
35,ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%","1,1663","0,9726","1,0701","0,0154","1,0547","1,0856","1079,41709","100,4187","592,4",,
36,ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%","1,3514","1,2143","1,2945","0,0247","1,2697","1,3193","1066,967302","101,1716","455,53",,
37,ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%","1,4491","1,2","1,3249","0,003","1,3219","1,328","1056,344385","101,6018","651,93",,
38,ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%","1,1484","0,9895","1,0723","0,005","1,0673","1,0774","1043,283159","100,4554","652,14",10.0,
39,ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%","1,2493","1,001","1,1165","0,0101","1,1064","1,1266","1078,695695","100,3516","670,71",,
40,ASAIA2,SENDAS DISTRIBUIDORA S/A (*),09/12/2029,"DI + 1,25%",--,--,"1,207","0,0714","1,1356","1,2785","1044,884502","100,1344","797,01",40.0,
41,ASAIA3,SENDAS DISTRIBUIDORA S/A (*),05/06/2029,"DI + 1,2%","1,3006","1,065","1,1883","0,0025","1,1858","1,1909","1041,223624","100,0332","723,84",40.0,
42,AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%","0,7","0,4976","0,6333","0,0491","0,5842","0,6824","1061,171604","99,7057","896,4",5.0,
43,BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",--,--,--,--,--,--,N/D,N/D,N/D,,
44,BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%","0,6509","0,4682","0,5704","0,054","0,5164","0,6245","1078,808061","100,7931","229,28",,
45,BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%","0,5","0,2","0,357","0,0113","0,3456","0,3684","1026,256015","100,3562",91,,
46,BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%","0,65","0,35","0,5092","0,0109","0,4983","0,5201","1021,161127","100,9011","330,09",35.0,
47,BCPSA6,CLARO S/A,10/10/2028,"DI + 0,55%",--,--,"0,6326","0,0097","0,6229","0,6424","1062,17711","99,8002","613,61",,
48,BHIAA0,GRUPO CASAS BAHIA S.A. (*) (**),28/11/2029,"DI + 1,5%",--,--,--,--,--,--,"0,356722","29,7038",N/D,15.0,
49,BHIAC0,GRUPO CASAS BAHIA S.A. (*) (**),28/11/2030,DI + 1%,--,--,--,--,--,--,"0,354285","29,7039",N/D,15.0,
50,BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%","1,8784","1,5021","1,6864","0,0151","1,6714","1,7016","1067,553821","100,2029","243,46",,
51,BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,"0,8959","0,65","0,7824","0,0248","0,7576","0,8073","684,50334","101,5821","329,81",,
52,BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%","1,2743",1,"1,1392","0,0129","1,1262","1,1522","1044,329597","101,3371","737,35",45.0,
53,BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%","14,4227","10,0079","12,174","1,2312","10,9428","13,4053","813,463028","76,9024","658,39",10.0,
54,BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%","14,8242",12,"13,4318","0,3308","13,1011","13,7627","768,070403","72,5798","708,85",10.0,
55,BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,"14,2391",11,"12,0896","1,3532","10,7364","13,443","758,746334","71,6661","836,58",,
56,BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%","14,2663",11,"12,8551","0,4899","12,3652","13,3451","727,876143","68,7199","862,09",10.0,
57,BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%","1,5779","1,4522","1,5111","0,0136","1,4975","1,5247","1083,449105","101,1798","339,23",40.0,
58,BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%","2,2505","2,0208","2,1484","0,0034","2,145","2,1519","1030,764443","102,5842","528,59",,
59,BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%","2,1528","1,9809","2,0666","0,0203","2,0464","2,087","1045,059322","103,1682","683,4",35.0,
60,BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%","2,11","1,991","2,0496","0,0087","2,041","2,0584","1037,970759","102,6289","762,92",,
61,BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%","0,7493","0,35","0,55",0,"0,55","0,55","1014,761109","100,3137","992,62",,
62,BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%","0,7673","0,6478","0,695","0,0261","0,6688","0,7212","1024,63184","101,2639","1253,92",5.0,
63,BRST14,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/05/2031,"DI + 1,4%","1,6","1,25","1,4273","0,0036","1,4236","1,431","1044,223299","99,9098","844,43",,
64,BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/11/2029,"DI + 0,58%",--,--,"0,6178","0,0082","0,6096","0,6262","10550,737449","99,8834","782,12",,
65,BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%","0,8622","0,707","0,7652","0,0259","0,7394","0,7912","1072,273456","100,5879","523,69",,
66,BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%","0,4615","0,3557","0,4014","0,0097","0,3917","0,4112","1051,385835","100,478","552,79",40.0,
67,BSA319,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",08/01/2031,"DI + 0,59%",--,--,"0,6626","0,0388","0,6238","0,7016","1027,097332","99,744","894,92",,
68,BTGH18,BTG PACTUAL HOLDING S/A (*),10/12/2029,"DI + 1,5%","1,2","1,0181","1,0946","0,0217","1,0729","1,1164","1054,22005","101,0197","639,51",45.0,
69,BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%","3,4504","3,15","3,3068","0,0442","3,2626","3,351","717,739729","101,6061","350,67",10.0,
70,CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%","1,3979","1,1","1,2709","0,0336","1,2372","1,3046","1065,89653","102,2005","601,82",,
71,CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%","1,6015","1,3","1,4624","0,0244","1,438","1,4869","1081,457067","103,6129","883,07",,
72,CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%","0,9949","0,5268","0,7543","0,009","0,7453","0,7635","540,175479","100,0683",9,,
73,CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,3877","1,0006","1,2015","0,0033","1,1982","1,2049","1069,155587","100,729","532,8",,
74,CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,38","1,0055","1,1999",0,"1,2","1,2","1069,191327","100,7324","532,81",,
75,CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%","2,2","1,3","1,75",0,"1,75","1,75","1052,596536","105,1793","355,09",,
76,CASN14,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2030,"DI + 2,3%","2,4365","1,2812","1,9327","0,0374","1,8953","1,9701","1010,071592","100,8777","612,84",35.0,
77,CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2032,DI + 2%,"0,9","0,5","0,7",0,"0,7","0,7","909,957252","104,747","917,61",,
78,CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%","13,724","8,5","11,3012","0,363","10,9382","11,6642","501,065114","94,7553","150,29",,
79,CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%","16,7843","12,3555","14,6416","0,8244","13,8172","15,466","863,149705","81,5418","429,45",,
80,CCROA7,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),12/07/2029,"DI + 0,75%","0,4813","0,4","0,44",0,"0,44","0,44","1035,038684","100,7166","584,35",,
81,CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,"2,1511","1,9","1,9905","0,0192","1,9713","2,0099","1077,591214","100,012","325,72",45.0,
82,CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%","0,7434","0,5572","0,6482","0,0051","0,6431","0,6534","1060,905955","100,2333",41,,
83,CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%","1,15","0,9","1,026","0,0032","1,0227","1,0293","1041,68923","101,2309","404,13",,
84,CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%","0,9352","0,6782","0,8006","0,0044","0,7961","0,8051","812,240687","102,2124","351,68",,
85,CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",1,"0,3","0,6513","0,0031","0,6482","0,6544","1073,140179","100,6608","243,46",,
86,CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%","1,45","1,25","1,35",0,"1,35","1,35","1029,100268","101,4348","608,69",,
87,CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%","0,8","0,4969","0,6868","0,0494","0,6374","0,7363","1066,77527","101,2333","632,8",,
88,CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%","0,8","0,4","0,6002","0,0007","0,5995","0,601","1052,519781","101,0091","729,54",,
89,CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",1,"0,8","0,9",0,"0,9","0,9","1079,749664","101,2172","523,54",,
90,CEEBB4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2029,"DI + 1,68%",--,--,"0,9281","0,0031","0,925","0,9313","1086,75679","101,7932","604,54",,
91,CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",--,--,"0,7858","0,0201","0,7657","0,806","1054,486851","101,1561","931,95",,
92,CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",1,"0,5684","0,8135","0,0558","0,7577","0,8694","254,917558","100,5503","219,75",,
93,CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%","1,1284","0,8759","0,9973","0,0522","0,9451","1,0496","1060,587855","101,6499","641,24",,
94,CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%","0,9116","0,5616","0,7486","0,0025","0,7461","0,7512","1027,785156","100,9076","762,91",,
95,CEED18,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),25/03/2030,"DI + 0,8%","0,9","0,5271","0,7255","0,0304","0,695","0,756","1068,630864","100,242","824,04",,
96,CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%","1,0111","0,6154","0,8305","0,0289","0,8016","0,8596","0,494369","100,7941",355,,
97,CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%","0,5159","0,3385","0,4347","0,0319","0,4028","0,4667","1056,514859","101,3646","560,05",,
98,CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%","1,017","0,6109","0,8512","0,1074","0,7438","0,9587","1071,818297","100,5158","243,35",,
99,CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1,"0,7","0,85",0,"0,85","0,85","1062,447013","100,8226","632,38",,
100,CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%","0,663","0,4675","0,5678","0,0059","0,5619","0,5738","1095,033761","101,6219","669,17",,
101,CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%","1,0811","0,6129","0,8204","0,1596","0,6608","0,98","1082,844911","101,4861","523,45",,
102,CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%","1,5","0,6765","1,1284","0,179","0,9493","1,3075","1081,602713","101,3104","603,94",5.0,
103,CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%","0,9992","0,5011","0,7749","0,1784","0,5965","0,9534","1066,078398","100,2044","690,98",,
104,CEROA2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2029,"DI + 0,95%",--,--,"0,891","0,0342","0,8568","0,9253","1041,537839","100,1873","806,84",40.0,
105,CEROB2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2031,"DI + 1,1%",--,--,--,--,--,--,N/D,N/D,N/D,,
106,CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",--,--,"1,0422","0,2822","0,76","1,3246","769,91644","102,5223","439,5",,
107,CGASA3,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/05/2028,"DI + 0,45%",--,--,"0,4901","0,0084","0,4817","0,4986","1049,022294","99,9126","552,06",5.0,
108,CGBP14,ESSENTIA PCHS S.A (*),25/03/2032,DI + 1%,"0,8555","0,6882","0,8123","0,0388","0,7735","0,8513","1079,262391","100,5814","786,52",35.0,
109,CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%","0,9776","0,4881","0,7255","0,0033","0,7222","0,7289","1,090949","102,1987","601,74",,
110,CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%","0,7","0,4014","0,5447","0,0074","0,5373","0,5522","1090,031334","101,3309","665,77",5.0,
111,CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,"0,75","0,5356","0,6381","0,0144","0,6237","0,6526","1029,608397","101,0928","763,82",,
112,CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2030,DI + 1%,"0,8","0,5","0,6545","0,0034","0,6512","0,658","1012,03771","101,0843","793,88",45.0,
113,CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2031,"DI + 0,85%","0,8","0,5308","0,6751","0,0538","0,6213","0,729","1008,575684","100,7397","1070,8",,
114,CHSF24,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2034,"DI + 1,05%",--,--,"1,1258","0,024","1,1018","1,1499","997,429659","99,6248","1262,49",,
115,CHTH11,CHINA THREE GORGES BRASIL ENERGIA S.A. (*),15/12/2029,"DI + 0,43%","0,7724","0,4","0,5666","0,0759","0,4908","0,6426","1034,065904","99,6032","736,83",40.0,
116,CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%","0,3228","0,17","0,2506","0,0005","0,2501","0,2512","1076,627008","100,0112",3,40.0,
117,CIEL17,CIELO S/A,17/12/2027,"DI + 0,54%",--,--,"0,4814","0,0193","0,4621","0,5008","1039,062867","100,1123","485,04",,
118,CIEL18,CIELO S/A (*),08/05/2029,"DI + 0,54%","0,5137","0,4429","0,4727","0,0121","0,4605","0,4849","1053,436061","100,1893","711,71",,
119,CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%","1,3778","0,5726","1,0801","0,3164","0,7637","1,3966","163,783502","100,4788","80,7",,
120,CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",--,--,"1,2455","0,3152","0,9303","1,5608","1063,037908","100,7156",451,,
121,CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,"0,8525","0,003","0,8496","0,8556","1031,104783","100,3558","926,6",,
122,CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%","2,0162","1,6049","1,8297","0,0378","1,792","1,8676","1104,267049","104,5444","695,73",,
123,CLIS11,CLI SUL S/A (*),10/10/2031,"DI + 3,2%",--,--,"1,8568","0,0296","1,8273","1,8865","1173,654015","103,4996","667,75",5.0,
124,CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%","1,0477","0,3671","0,7049","0,0151","0,6897","0,7201","1050,827338","100,9763","383,57",,
125,CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%","1,5362","1,2464","1,2887","0,0874","1,2013","1,3763","530,897552","100,4599","154,44",50.0,
126,CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%","0,65","0,35","0,5002",0,"0,5003","0,5003","1020,866104","100,7274","613,46",10.0,
127,CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2031,"DI + 0,55%","0,8005","0,3993","0,6002","0,0005","0,5997","0,6007","999,14028","99,7996","1012,53",,
128,CMGDA2,CEMIG DISTRIBUIÇÃO S/A (*),15/03/2032,"DI + 0,86%","0,8144","0,6034","0,7227","0,0051","0,7176","0,7279","1006,963548","100,5786","1067,95",,
129,CMGDA3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2030,"DI + 0,64%","0,7","0,3681","0,5497","0,0633","0,4864","0,613","1067,035031","100,2727","764,74",,
130,CMGDB3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2032,"DI + 0,8%",--,--,"0,8501","0,0983","0,7518","0,9485","1062,738501","99,8003","1013,25",,
131,CMGTA0,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/03/2030,"DI + 0,64%","0,6918","0,5262","0,6084","0,0034","0,605","0,6119","1002,150853","100,0996","798,98",,
132,CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",82,25,"53,0335","4,5457","48,4878","57,5793","667,8334","62,9574","235,54",,
133,CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%","0,8505","0,5016","0,6572","0,0344","0,6228","0,6917","1048,226402","100,7315","276,23",,
134,COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%","1,25","0,9692","1,1107","0,0226","1,0881","1,1334","1031,506982","100,1158",80,,
135,COCEA2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2029,"DI + 1,1%","1,15","0,92","1,044","0,0127","1,0313","1,0568","1050,201405","100,1565","711,12",,
136,COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%","1,1493","0,75","0,95",0,"0,95","0,95","1060,416378","100,5709","362,89",,
137,COGNA3,COGNA EDUCACAO S.A (*),15/07/2027,"DI + 1,35%","1,1105","0,8","0,95",0,"0,95","0,95","1034,750514","100,638","405,34",,
138,COGNA4,COGNA EDUCACAO S.A (*),19/11/2029,"DI + 1,6%","1,25","0,8506","1,0505","0,0015","1,049","1,0522","1070,121614","101,527","705,3",,
139,COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%","1,25","0,85","1,05",0,"1,05","1,05","1069,56802","101,3517","624,11",,
140,COLNA3,RODOVIAS DAS COLINAS S/A (*),15/01/2032,"DI + 0,8%","0,8851","0,7","0,778","0,0073","0,7707","0,7854","1023,203687","100,0793","915,64",5.0,
141,COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%","1,8794","1,7","1,7855","0,0192","1,7663","1,8048","1075,80122","100,549","339,59",,
