,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
296,HZTC24,ORIZON MEIO AMBIENTE S.A. (*) (**),15/11/2031,"DI + 3,8%",3,"2,6029","2,7843","0,0285","2,7558","2,8129","989,380013","102,4839",4,,
297,IGSN14,IGUA SANEAMENTO S.A (*) (**),15/05/2026,"DI + 3,5%",--,--,"1,5939","0,1303","1,4636","1,7243","173,90341","100,675","91,28",,
298,IGTAA0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2025,"DI + 2,15%","0,2645","0,095","0,1914","0,0192","0,1723","0,2107","1078,221143","100,0615",8,,
299,IGTAA3,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*) (**),20/09/2030,"DI + 0,45%",--,--,"0,8392","0,0121","0,827","0,8514","1059,118984","98,7485","819,34",,
300,IGTAB0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2027,"DI + 2,45%","0,4572","0,3284","0,3843","0,0258","0,3585","0,4101","1107,848356","102,6687","326,83",,
301,IGTAB1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*),24/06/2028,"DI + 1,63%","0,75","0,4822","0,622","0,013","0,609","0,6351","1058,205442","101,9222","482,08",5.0,
302,INEL12,INSPIRALI EDUCACAO S/A (*),15/05/2029,"DI + 1,65%","1,4977","1,1105","1,3451","0,0291","1,316","1,3743","1062,246816","100,6406","536,09",50.0,
303,IOCHA3,IOCHPE-MAXION S/A (*) (**),02/04/2030,"DI + 1,6%","1,272",1,"1,1358","0,0163","1,1194","1,1522","1086,001702","101,2192","667,94",,
304,IOCHA4,IOCHPE-MAXION S/A (*) (**),10/10/2028,"DI + 1,35%","1,1337","0,9","1,0235","0,0301","0,9934","1,0537","1075,134793","100,6689","520,96",,
305,IOCHA5,IOCHPE-MAXION S/A (*) (**),05/02/2030,"DI + 1,55%","1,3203","0,88","1,1758","0,246","0,9298","1,4219","1030,568983","101,1195","760,7",35.0,
306,IOCHA6,IOCHPE-MAXION S/A (*) (**),04/06/2030,"DI + 1,45%","1,3","1,05","1,1773","0,0031","1,1742","1,1806","1054,780631","100,845","788,54",,
307,ISPE12,IGUA SERGIPE S.A. (*),01/06/2029,"DI + 2,5%","2,4304",2,"2,2204","0,0284","2,1919","2,2489","1134,386598","100,7371","678,03",,
308,ISPE13,IGUA SERGIPE S.A. (*),01/06/2029,"DI + 2,5%","2,4076","2,1868","2,2994","0,0017","2,2977","2,3012","1071,79579","100,5501","705,98",,
309,ITSA16,ITAUSA S/A (*) (**),13/12/2031,"DI + 1,37%",--,--,"0,9449","0,061","0,8838","1,006","1131,743995","101,507","899,01",,
310,ITSA17,ITAUSA S/A (*),25/07/2034,"DI + 0,88%","0,8034","0,5136","0,6702","0,06","0,6102","0,7304","1033,353104","101,06","1278,2",35.0,
311,JHSFA1,JHSF PARTICIPAÇÕES S/A,21/01/2027,"DI + 2,75%","1,4173","1,2","1,3071","0,0113","1,2958","1,3184","691,781589","100,9353","166,2",35.0,
312,JHSFA3,JHSF PARTICIPAÇÕES S/A (*),20/12/2027,"DI + 2,2%","1,4067","1,2","1,3",0,"1,3","1,3","1023,11557","101,0153","288,21",,
313,JSLGA5,JSL S/A (*),20/10/2028,"DI + 2,7%",3,"2,3","2,6667","0,0303","2,6364","2,6971","1070,706452","100,0548","426,13",,
314,JSMLA5,SIMPAR S.A. (*),15/01/2031,"DI + 3,5%","5,472",5,"5,1901","0,1192","5,071","5,3094","981,77053","95,12","773,43",,
315,JSMLB3,SIMPAR S.A. (*),20/05/2026,"DI + 2,2%","2,5071","0,5","1,5366","0,1075","1,4291","1,6442","529,891711","100,4074","157,35",,
316,KLAS12,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**),16/08/2026,"DI + 2,8%",3,2,"2,5345","0,0702","2,4644","2,6048","406,53264","100,1664","162,05",,
317,KRSA11,KORA SAUDE PARTICIPACOES S.A. (*),03/05/2027,"DI + 1,95%","11,9937","6,2206","8,0064","0,7014","7,305","8,7079","1003,522639","94,5147","244,34",,
318,KRSA12,KORA SAUDE PARTICIPACOES S.A.,30/10/2030,"DI + 2,8%","10,1524","5,6001","8,1993","0,7974","7,4018","8,9968","976,470972","86,5198","701,43",,
319,LCAMC2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2031,"DI + 2,4%","1,5073","1,3689","1,4148","0,009","1,4058","1,424","1090,210639","103,2221","830,23",45.0,
320,LMTP16,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2025,"DI + 1,49%","1,3502","1,15","1,2485","0,0292","1,2193","1,2777","1076,209708","100,0057",6,,
321,LMTP17,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),25/05/2026,"DI + 2,4%","2,05","1,7831","1,9194","0,0262","1,8932","1,9457","1056,650091","100,2997","160,29",,
322,LMTP18,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),10/12/2026,"DI + 1,93%","1,5945","1,3825","1,4866","0,0113","1,4752","1,498","1049,883713","100,4861","280,32",,
323,LMTP26,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2027,"DI + 1,7%","1,4726","1,2751","1,3806","0,0168","1,3638","1,3974","1082,920441","100,5286","422,53",,
324,LMTPA0,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),15/10/2029,"DI + 1,7%","1,5172","1,3","1,4095","0,0125","1,3971","1,4221","1076,867279","100,8584","753,76",,
325,LMTPA1,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),17/01/2028,"DI + 1,5%",--,--,"1,5012","0,0065","1,4947","1,5077","1027,190102","99,9976","501,61",,
326,LMTPB1,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),17/01/2030,"DI + 1,7%",--,--,"1,7972","0,0255","1,7718","1,8228","1024,388312","99,6906","817,13",,
327,LOGGB1,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*),11/07/2027,"DI + 1,65%","1,25","0,85","1,05",0,"1,05","1,05","1037,255242","100,703","298,39",,
328,LORTB1,LOCALIZA RENT A CAR (*),15/07/2027,"DI + 1,6%","1,3001","1,1","1,2",0,"1,2","1,2","1035,187128","100,6352","404,56",,
329,LORTB2,LOCALIZA RENT A CAR (*),05/12/2028,"DI + 1,87%","1,3176","1,082","1,1897","0,0201","1,1695","1,2099","1064,508668","101,7144","640,17",,
330,LORTB9,LOCALIZA RENT A CAR (*),25/02/2029,DI + 2%,"1,4342","1,1836","1,3102","0,0106","1,2996","1,3209","1029,86812","101,8902","696,29",10.0,
331,LVTC12,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**),15/06/2027,"DI + 2,3%","3,797","1,2034","2,3727","0,1689","2,2038","2,5418","834,04214","99,9366","224,82",,
332,LVTC22,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*),15/06/2029,"DI + 2,7%","7,2069","3,3212","5,1075","1,3618","3,7457","6,4693","894,215671","96,3336","402,67",,
333,MATD12,HOSPITAL MATER DEI S.A. (*),15/05/2031,"DI + 0,95%","0,9282","0,78","0,85",0,"0,85","0,85","1056,733789","100,3602","914,58",,
334,MEAL14,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. (*) (**),11/10/2028,"DI + 4,2%","4,9666","3,2425","4,0005","0,0015","3,999","4,002","666,858084","100,3236","425,06",,
335,MGLUA0,MAGAZINE LUIZA S/A (*),15/10/2026,"DI + 1,25%","2,1762","1,2836","1,7752","0,1484","1,6268","1,9238","1062,817918","99,7302","131,43",50.0,
336,MILS18,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),10/01/2030,DI + 2%,"1,0065","0,7","0,8659","0,0293","0,8365","0,8953","1061,829609","102,9565","658,7",,
337,MILS19,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),20/06/2029,"DI + 1,3%","1,15","0,75","0,9499",0,"0,95","0,95","1048,022008","100,8993","652,16",10.0,
338,MNLT11,MNLT S.A.,15/10/2026,"DI + 1,75%","1,009","0,5178","0,7486","0,032","0,7166","0,7808","1078,14835","100,9574","242,86",,
339,MNRVA1,MINERVA S/A (*) (**),15/10/2026,"DI + 1,6%","1,3849","1,192","1,2941","0,0083","1,2858","1,3026","1070,362722","100,2911","242,96",,
340,MOTVA8,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/05/2030,"DI + 0,57%","0,6361","0,3006","0,5176","0,0536","0,464","0,5714","1045,727306","100,179","864,67",50.0,
341,MOVI17,MOVIDA PARTICIPACOES S/A (*),15/09/2026,"DI + 2,7%","4,5214","2,8808","4,0337","0,5862","3,4475","4,6201","494,565935","98,7833","239,05",35.0,
342,MOVI19,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2027,"DI + 2,95%","5,2585","3,4922","4,5968","0,3329","4,2639","4,9298","980,062847","97,8757","340,39",15.0,
343,MOVI27,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2029,"DI + 2,9%","5,3409",5,"5,1601","0,0396","5,1205","5,1999","949,902355","94,8641","608,49",,
344,MOVI34,MOVIDA PARTICIPACOES S/A (*) (**),27/07/2027,"DI + 2,05%","4,9394","2,0404","3,4813","0,0698","3,4115","3,5512","670,936423","98,3155","306,88",,
345,MOVIA2,MOVIDA PARTICIPACOES S/A (*),15/10/2026,"DI + 2,1%","4,4857","1,5","3,0142","0,0329","2,9813","3,0472","1064,546322","99,5384","130,52",,
346,MOVIA3,MOVIDA PARTICIPACOES S/A (*),05/03/2027,"DI + 2,5%","5,2815","4,5","4,9151","0,0409","4,8742","4,9561","974,369199","96,9322","336,91",,
347,MRFGA1,MARFRIG GLOBAL FOODS S.A. (*) (**),11/11/2027,"DI + 1,55%","1,3","0,8","1,0494","0,0017","1,0477","1,0512","1064,475323","100,7039","357,93",,
348,MTRO12,COMPANHIA DO METROPOLITANO DE SAO PAULO,25/04/2027,"DI + 4,5%","0,6566","0,3911","0,5219","0,0211","0,5008","0,5431","496,053668","102,8939","186,32",,
349,MULPA0,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2028,"DI + 1,3%","0,8","0,6333","0,7173","0,0159","0,7014","0,7333","1076,482605","100,9913","431,5",,
350,MULPB1,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),10/01/2028,"DI + 1,2%","0,8","0,613","0,7114","0,0125","0,6989","0,7239","1037,7032","100,7713","400,31",,
351,MULTA5,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2031,"DI + 0,55%","0,65","0,2784","0,4814","0,0455","0,4359","0,527","1065,152484","100,2441","900,62",,
352,MULTB5,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2034,"DI + 0,8%","0,8","0,4005","0,6004","0,0014","0,599","0,6019","1073,837889","100,955","1210,66",,
353,MVLV19,MOVIDA PARTICIPACOES S/A (*),05/04/2027,"DI + 2,95%","5,2589","4,6299","4,9344","0,1538","4,7806","5,0884","1058,964048","98,29","226,99",45.0,
354,MVLVA1,MOVIDA PARTICIPACOES S/A (*),22/12/2027,"DI + 2,9%","5,2256","4,539","4,9014","0,0571","4,8443","4,9586","1020,372281","97,9182","273,73",,
355,MVLVA3,MOVIDA PARTICIPACOES S/A (*),10/08/2027,"DI + 2,5%","5,275",2,"3,6562","0,0274","3,6288","3,6837","998,844347","98,149","419,44",,
356,NATUA3,NATURA COSMÉTICOS S/A (*),15/06/2029,"DI + 1,2%","1,15","0,8","0,9705","0,0183","0,9522","0,9889","1047,125692","100,6596","730,14",,
357,NIGP12,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),24/03/2032,"DI + 1,9%","1,1165","0,853","0,9852","0,0127","0,9725","0,998","1114,88623","103,3356","921,84",,
358,NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2029,"DI + 1,2%","0,8534","0,6577","0,75",0,"0,7501","0,7501","1026,412945","101,2381","696,35",35.0,
359,NTSD17,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),20/06/2028,"DI + 0,8%","0,5301","0,3922","0,4576","0,0086","0,4489","0,4663","1045,482212","100,7793","575,23",5.0,
360,NTSD18,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),22/11/2030,"DI + 0,8%","0,8093","0,4617","0,6148","0,0279","0,5869","0,6428","1056,500006","100,6787","927,63",,
361,NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),13/09/2029,"DI + 1,6%","1,1744","0,8674","1,0136","0,0344","0,9792","1,0481","1019,599059","101,8347","792,6",,
362,NTSD26,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2031,"DI + 1,4%","0,9","0,5914","0,765","0,062","0,7029","0,8271","1037,36114","102,2995","914,14",,
363,NTSD35,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),13/09/2032,"DI + 1,85%","1,0883","0,8078","0,9431","0,0648","0,8783","1,0079","1037,987091","103,6693","1019,62",,
364,NTSD36,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2034,"DI + 1,7%","1,0344","0,7983","0,9104","0,0365","0,8739","0,9469","1052,031389","103,7182","1187,11",5.0,
365,OMGE13,OMEGA GERAÇÃO S/A (*),15/03/2029,"DI + 1,99%","1,2","0,96","1,08",0,"1,08","1,08","785,918551","101,9389","541,25",,
366,OMGE16,OMEGA GERAÇÃO S/A (*) (**),15/03/2030,"DI + 1,15%","1,05","0,8","0,9267","0,0039","0,9228","0,9307","1008,850072","100,7647","869,19",,
367,OMGE21,OMEGA GERAÇÃO S/A (*) (**),15/05/2026,"DI + 1,3%","0,9","0,55","0,7269","0,0026","0,7243","0,7296","634,737972","100,3492","154,86",,
368,OMGE26,OMEGA GERAÇÃO S/A (*) (**),15/03/2031,"DI + 1,25%",--,--,"1,341","0,1359","1,2051","1,4771","997,642121","99,6445","998,68",,
369,ONCO19,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2027,"DI + 1,62%",--,--,--,--,--,--,"794,743231","75,6245",N/D,,
370,ONCO29,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),25/11/2029,"DI + 1,8%",--,--,--,--,--,--,"781,612524","74,3327",N/D,,
371,ONCOA1,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**),10/04/2029,"DI + 1,4%",--,--,--,--,--,--,"787,405347","73,7118",N/D,,
372,OPCT15,OCEANPACT SERVICOS MARITIMOS S.A. (*),10/07/2029,"DI + 2,95%","1,65","1,3","1,4881","0,0304","1,4577","1,5186","963,758313","102,3196","406,13",,
373,OPCT16,OCEANPACT SERVICOS MARITIMOS S.A. (*),18/12/2029,"DI + 2,5%","1,7524","1,5","1,6209","0,0862","1,5347","1,7072","1036,913585","102,221","644,12",5.0,
374,OPCT17,OCEANPACT SERVICOS MARITIMOS S.A.  (*),27/07/2030,DI + 2%,"1,75","1,4987","1,6239","0,0047","1,6192","1,6287","1020,420233","101,0827","735,44",,
375,ORMA15,ORIZON MEIO AMBIENTE S.A. (*),15/11/2028,"DI + 2,4%","1,55","1,2","1,3872","0,016","1,3712","1,4033","1015,888761","101,4579","367,87",,
376,OVSA10,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),20/06/2026,"DI + 2,4%","1,9","1,6","1,75",0,"1,75","1,75","523,108306","100,4539","179,21",,
377,OVSA1A,UNIDAS LOCACOES E SERVICOS S.A. (*) (**),24/05/2027,"DI + 2,45%","2,05","1,75","1,9",0,"1,9","1,9","1059,58715","100,5627","262,86",,
378,OVSAA3,UNIDAS LOCACOES E SERVICOS S.A. (*),15/07/2028,"DI + 2,4%","2,497","2,0528","2,3144","0,2017","2,1127","2,5162","1031,973383","100,1792","539,56",,
379,OVSAA8,UNIDAS LOCACOES E SERVICOS S.A. (*),10/06/2029,"DI + 2,7%","2,4605","2,0815","2,3013","0,0555","2,2457","2,3569","1057,253981","100,9802","632,51",10.0,
380,OVSAA9,UNIDAS LOCACOES E SERVICOS S.A. (*),18/11/2029,"DI + 2,5%","2,7079","2,35","2,5321","0,0116","2,5205","2,5438","1056,295075","99,914","692,07",,
381,OVSAB0,UNIDAS LOCACOES E SERVICOS S.A. (*),16/05/2028,"DI + 2,3%","2,4638","2,2","2,3269","0,0024","2,3244","2,3294","1043,279891","99,9431","545,66",,
382,OZNH11,OZN HEALTH SPE S.A (*),26/11/2031,"DI + 3,5%","2,2777","1,8163","2,1182","0,4848","1,6334","2,6031","1046,299316","103,485","647,18",5.0,
383,PALFA4,COMPANHIA PAULISTA DE FORÇA E LUZ (*),05/09/2027,"DI + 0,55%",--,--,"0,4859","0,0264","0,4595","0,5124","574,419325","100,0638","252,01",,
384,PALFA5,COMPANHIA PAULISTA DE FORÇA E LUZ (*),10/09/2029,"DI + 0,49%",--,--,"0,6466","0,0541","0,5925","0,7008","998,479506","99,5635","707,7",,
385,PALFA6,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/02/2030,"DI + 0,59%",--,--,"0,5922","0,0123","0,5799","0,6045","1013,233752","99,9933","767,2",35.0,
386,PASS12,COMPASS GAS E ENERGIA S.A (*),01/11/2030,"DI + 1,55%","1,6626","0,8268","1,2791","0,3634","0,9158","1,6426","1070,195091","100,886","833,13",,
387,PASS13,COMPASS GAS E ENERGIA S.A (*),15/03/2029,"DI + 1,08%","0,9","0,7","0,8046","0,0115","0,7931","0,8162","1008,999925","100,7802","718,22",,
388,PASS14,COMPASS GAS E ENERGIA S.A (*),01/06/2030,"DI + 0,65%","0,5746","0,46","0,508","0,0237","0,4843","0,5319","1043,885032","100,4914","875,41",50.0,
389,PASS24,COMPASS GAS E ENERGIA S.A (*),01/06/2032,"DI + 0,7%",--,--,"1,4466","0,2992","1,1474","1,7459","1006,793372","96,9634","1047,42",,
390,PEJA21,PRIO FORTE S.A (*),15/08/2027,"DI + 2,05%","1,4","0,723","1,0516","0,0034","1,0481","1,0551","1031,628101","101,6748","425,98",,
391,PFOR15,PRIO FORTE S.A (*),20/02/2030,"DI + 1,2%",--,"0,9","0,9495","0,0649","0,8846","1,0145","1019,78279","100,7649","775,27",,
392,PFOR16,PRIO FORTE S.A (*),15/07/2030,"DI + 1,45%","1,3128","1,085","1,1732","0,0519","1,1213","1,2252","1036,907342","100,8909","818,83",40.0,
393,PFOR25,PRIO FORTE S.A (*),20/02/2032,"DI + 1,35%",--,--,"1,181","0,0841","1,0969","1,2652","1019,139401","100,6895","1038,41",,
394,PFOR26,PRIO FORTE S.A (*),15/07/2032,"DI + 1,6%","1,4263","1,2","1,2898","0,0576","1,2323","1,3475","1041,327481","101,2943","1061,71",35.0,
395,PGMN26,EMPREENDIMENTOS PAGUE MENOS S/A (*),05/11/2028,"DI + 2,2%","1,7547","1,3068","1,5298","0,034","1,4958","1,5639","1077,596225","101,3966","531,91",,
396,PLSB2A,AUTOPISTA LITORAL SUL S/A. (*),15/10/2028,"DI + 1,55%","1,35","1,05","1,2054","0,0148","1,1906","1,2203","1072,51942","100,5142","380,64",,
397,PRLG17,PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*),10/04/2030,"DI + 1,2%","0,8973","0,7","0,8",0,"0,8","0,8","1080,616172","101,3055","826,62",,
398,PSAN23,PARSAN S.A. (*),18/03/2030,"DI + 2,7%","2,2","1,8984","2,0527","0,0033","2,0495","2,0561","1105,222379","101,9853","785,64",15.0,
399,QUAL16,QUALICORP S/A (*) (**),03/06/2027,"DI + 1,85%","2,4304","2,0691","2,2293","0,0781","2,1512","2,3075","521,8132","99,602","270,2",45.0,
400,RADL15,RAIA DROGASIL S/A (*),25/01/2029,"DI + 1,49%","0,8395","0,45","0,6462","0,0084","0,6378","0,6547","1043,780975","101,987","594,75",,
401,RADL19,RAIA DROGASIL S/A (*),22/04/2031,"DI + 0,65%",--,--,"0,7083","0,0515","0,6568","0,7599","1059,05083","99,7926","903,2",,
402,RAIZ12,RAIZEN S.A. (*),24/06/2031,"DI + 0,83%",--,--,--,--,--,--,N/D,N/D,N/D,,
403,RCHL14,LOJAS RIACHUELO S.A. (*),07/11/2027,"DI + 2,35%","1,5745","1,3168","1,4585","0,0424","1,416","1,501","1071,213272","100,8641","248,51",,
404,RDORA5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,DI + 2%,"1,2517","1,1","1,1755","0,0182","1,1574","1,1938","1107,109071","103,5613","1093,45",,
405,RDORB3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,1728","0,9967","1,0754","0,0112","1,0642","1,0866","1089,340138","103,119","957,02",,
406,RDORB5,REDE DOR SÃO LUIZ S/A (*),15/10/2032,"DI + 1,95%","1,2762","0,7638","1,0303","0,0096","1,0207","1,04","1109,558089","103,812","1047,08",,
407,RDORB9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,0297","0,8667","0,9388","0,018","0,9208","0,9569","1047,574154","103,4543","906,45",,
408,RDORC1,REDE DOR SÃO LUIZ S/A (*),05/10/2031,DI + 2%,"1,6929","1,5738","1,6265","0,0245","1,602","1,6511","1086,508434","101,2667","866,36",,
409,RDORC3,REDE DOR SÃO LUIZ S/A (*) (**),15/05/2032,"DI + 1,9%","1,15","0,9","1,0103","0,0307","0,9796","1,041","1092,009769","103,3717","957,72",,
410,RDORC4,REDE DOR SÃO LUIZ S/A (*),15/09/2027,"DI + 0,65%","0,5596","0,385","0,4769","0,0174","0,4595","0,4944","1004,244851","100,3087","451,26",,
411,RDORC7,REDE DOR SÃO LUIZ S/A (*),20/06/2029,"DI + 0,79%","0,7","0,534","0,6154","0,0167","0,5987","0,6321","1041,428332","100,3911","567,51",,
412,RDORC9,REDE DOR SÃO LUIZ S/A (*),20/08/2031,"DI + 1,9%","1,0386","0,8554","0,9426","0,0191","0,9236","0,9618","1047,432313","103,4403","906,42",,
413,RDORD3,REDE DOR SÃO LUIZ S/A (*),05/05/2034,"DI + 1,7%","1,2","0,95","1,0716","0,0043","1,0673","1,0759","1093,357932","103,072","1237,92",15.0,
414,RDORD4,REDE DOR SÃO LUIZ S/A (*),15/09/2031,"DI + 1,1%","1,1","0,8","0,9354","0,0187","0,9167","0,9542","1008,09945","100,6901","1064,5",5.0,
415,RDORD7,REDE DOR SÃO LUIZ S/A (*),20/02/2030,"DI + 1,7%",--,--,"1,1003","0,1047","0,9956","1,2051","1030,883876","101,822","770,53",,
416,RDORD9,REDE DOR SÃO LUIZ S/A (*),25/07/2031,"DI + 2,25%","1,4249","1,1809","1,2994","0,0017","1,2977","1,3011","1058,484914","103,3074","881,35",,
417,RDORE4,REDE DOR SÃO LUIZ S/A (*),15/09/2034,"DI + 1,3%","1,2","0,95","1,072","0,0081","1,0639","1,0802","1013,293552","101,2073","1344,96",10.0,
418,RDORF1,REDE DOR SÃO LUIZ S/A (*),10/06/2033,"DI + 0,9%",--,--,"0,9458","0,0389","0,9069","0,9848","1037,89447","99,7921","1155,2",,
419,RECV12,PETRORECONCAVO S.A. (*),15/10/2029,"DI + 1,15%","0,9649","0,6968","0,822","0,0322","0,7898","0,8543","1074,712557","100,8887","687,1",,
420,RENTA5,LOCALIZA RENT A CAR (*),11/08/2033,"DI + 2,35%","1,3069","1,15","1,2266","0,0148","1,2117","1,2415","1068,262989","104,9867","1119,46",,
421,RENTC4,LOCALIZA RENT A CAR (*),25/11/2028,"DI + 1,85%","1,2773","1,072","1,1711","0,0166","1,1545","1,1878","1069,474541","101,6929","633,42",,
422,RENTC8,LOCALIZA RENT A CAR (*),27/02/2029,"DI + 1,85%","1,25",1,"1,1364","0,0132","1,1231","1,1497","1029,261029","101,9674","699,19",,
423,RENTD0,LOCALIZA RENT A CAR (*),10/12/2030,"DI + 1,55%","1,2787",1,"1,1326","0,0149","1,1177","1,1476","1058,485603","101,4145","860,81",35.0,
424,RENTD9,LOCALIZA RENT A CAR (*),16/04/2030,"DI + 1,85%","1,335","1,082","1,2103","0,0177","1,1926","1,2281","1089,79797","102,0667","820,27",,
425,RENTE2,LOCALIZA RENT A CAR (*),20/05/2030,"DI + 1,2%","1,3807","0,9948","1,2153","0,1475","1,0679","1,3629","1044,648491","99,9487","855,05",,
426,RENTE4,LOCALIZA RENT A CAR (*),01/08/2032,"DI + 1,3%","1,3153","0,9482","1,1432","0,021","1,1222","1,1642","1026,500789","100,6296","1021,82",,
427,RENTE9,LOCALIZA RENT A CAR (*),16/04/2034,"DI + 2,15%","1,5","1,2975","1,3948","0,0109","1,384","1,4058","1104,919937","103,355","1128,04",,
428,RENTF2,LOCALIZA RENT A CAR (*),20/05/2032,"DI + 1,4%","1,3286","0,9856","1,1847","0,1144","1,0703","1,2993","1055,392914","100,9182","1085,16",5.0,
429,RIPR13,RIO PARANA ENERGIA S/A (*) (**),27/06/2027,"DI + 1,29%",--,--,"0,9193","0,0136","0,9057","0,9329","1039,893024","100,4209","288,83",,
430,RNDNA0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2027,"DI + 1,5%","1,1578","0,8794","1,0227","0,0087","1,0139","1,0315","1066,479995","100,8508","453,18",,
431,RNDNA1,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),17/05/2031,"DI + 1,17%","1,2345","1,0385","1,1277","0,0166","1,1111","1,1443","1054,203091","100,1616","973,21",,
432,RNDNB0,RANDON S.A. IMPLEMENTOS E PARTICIPACOES (*),09/11/2029,"DI + 1,69%","1,1524","0,8149","0,9992","0,0377","0,9614","1,037","1078,357479","101,9044","698,84",,
433,RODB11,RODOVIAS DO BRASIL HOLDING S.A. (*),10/05/2030,"DI + 4,25%","2,31","2,0351","2,1749","0,0102","2,1647","2,1853","1598,259093","105,6039","690,04",,
434,RRRP14,3R PETROLEUM OLEO E GAS S.A. (*),08/02/2029,DI + 3%,"2,3519","1,885","2,0419","0,1495","1,8924","2,1915","1038,054269","101,8806","503,41",35.0,
435,RSAN15,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2026,"DI + 2,5%",--,--,"2,1781","0,0031","2,175","2,1813","1052,060275","100,3455","276,37",,
436,RSAN24,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*) (**),15/02/2026,"DI + 2,25%",--,--,--,--,--,--,N/D,N/D,N/D,,
437,RSAN25,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),05/12/2028,"DI + 2,9%","2,0224","1,6766","1,8408","0,0795","1,7613","1,9204","1077,13724","102,6215","631,67",10.0,
438,SAEL26,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A (*) (**),10/06/2026,"DI + 0,83%","0,4171","0,1645","0,2968","0,013","0,2839","0,3099","1045,441222","100,3629","172,17",,
439,SAELA4,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,04/09/2029,"DI + 0,8%","0,65","0,414","0,5473","0,0445","0,5028","0,5919","1013,241681","100,7941","794,55",,
440,SAPRA1,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),15/03/2026,"DI + 1,65%",--,--,"1,2329","0,0324","1,2005","1,2654","501,622182","100,2009",123,,
