,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
64,BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/11/2029,"DI + 0,58%","0,6599","0,3029","0,6209","0,0152","0,6057","0,6361","10567,996597","99,8747","777,28",,
65,BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%","0,8618","0,6832","0,7819","0,0168","0,7651","0,7987","1073,770722","100,5495","520,04",,
66,BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%","0,464","0,358","0,4045","0,0111","0,3934","0,4157","1053,098287","100,468","549,03",35.0,
67,BSA319,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",08/01/2031,"DI + 0,59%","0,7198","0,4948","0,6623","0,0354","0,6269","0,6978","1028,896208","99,7467","889,38",,
68,BTGH18,BTG PACTUAL HOLDING S/A (*),10/12/2029,"DI + 1,5%","1,2",1,"1,1039","0,009","1,0949","1,1131","1055,838137","100,9897","635,38",5.0,
69,BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%","3,451","3,0612","3,2685","0,0606","3,208","3,3292","719,564128","101,6428","347,44",15.0,
70,CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%","1,4137","1,0965","1,2647","0,0233","1,2414","1,288","1067,942654","102,201","597,97",,
71,CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%","1,6127","1,294","1,4618","0,0193","1,4425","1,4812","1083,342547","103,5916","877,48",,
72,CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%","0,9666","0,5393","0,7675","0,0286","0,7389","0,7962","541,116104","100,0452",6,,
73,CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,3873","1,0052","1,2135","0,0211","1,1924","1,2347","1070,801765","100,699","529,18",,
74,CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,3555","1,011","1,2023","0,006","1,1963","1,2084","1071,050641","100,7224","529,2",,
75,CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%","2,0805","1,3","1,752","0,0057","1,7463","1,7577","1054,475567","105,126","351,74",,
76,CASN14,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2030,"DI + 2,3%","2,0962","1,4582","1,8444","0,1898","1,6546","2,0343","1014,077538","101,0831","608,95",5.0,
77,CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2032,DI + 2%,"0,7995","0,5743","0,7",0,"0,7","0,7","911,401219","104,7152","911,64",,
78,CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%","13,2723","8,5","11,2537","0,0098","11,2439","11,2636","502,659841","94,8808","147,29",,
79,CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%","15,5998","11,5817","14,1049","0,6132","13,4918","14,7182","873,037124","82,3207","426,8",,
80,CCROA7,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),12/07/2029,"DI + 0,75%","0,48","0,4","0,4416","0,0053","0,4363","0,4471","1036,757104","100,7082","580,51",5.0,
81,CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,"1,755","1,4951","1,6158","0,0678","1,548","1,6838","1084,729276","100,4845","322,94",50.0,
82,CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%","0,7491","0,5724","0,6548","0,0158","0,639","0,6707","1062,732816","100,2152",38,,
83,CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%","1,1332","0,9209","1,0287","0,0084","1,0203","1,0371","1043,488948","101,2168","400,92",,
84,CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%","0,8988","0,6808","0,8099","0,0182","0,7917","0,8282","813,546301","102,1787","348,43",,
85,CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%","0,9773","0,3","0,6635","0,032","0,6315","0,6957","1074,874158","100,6409","240,44",,
86,CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%","1,45","1,25","1,35",0,"1,35","1,35","1030,948785","101,4258","604,9",,
87,CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%","0,7888","0,4965","0,6974","0,0997","0,5977","0,7972","1068,326877","101,199","628,81",,
88,CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%","0,8","0,4","0,6077","0,018","0,5897","0,6258","1054,089351","100,9812","725,06",,
89,CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%","1,0329","0,8","0,9155","0,0208","0,8947","0,9364","1081,293751","101,1767","519,89",,
90,CEEBB4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2029,"DI + 1,68%","1,0648","0,7923","0,9221","0,0258","0,8963","0,948","1088,799516","101,7958","600,63",,
91,CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%","0,8033","0,5887","0,803","0,0093","0,7936","0,8124","1055,6296","101,0853","925,84",,
92,CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",1,"0,6366","0,8079","0,0477","0,7601","0,8557","255,376181","100,5476","216,75",,
93,CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%","1,0921","0,891","0,9938","0,043","0,9508","1,0369","1062,532232","101,6482","637,17",,
94,CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%","0,852","0,5659","0,7168","0,0447","0,6721","0,7617","1030,535344","100,9979","758,37",,
95,CEED18,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),25/03/2030,"DI + 0,8%","0,852","0,4626","0,682","0,0373","0,6448","0,7194","1071,98852","100,3813","819,16",,
96,CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%","1,0196","0,7073","0,8579","0,0331","0,8248","0,891","0,495048","100,7491","351,71",,
97,CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%","0,5139","0,3584","0,4615","0,0115","0,4501","0,4731","1057,675334","101,2957","556,22",,
98,CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%","1,0195","0,6853","0,8629","0,1495","0,7133","1,0125","1073,581019","100,4982","240,33",,
99,CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1,"0,7","0,8517","0,0053","0,8464","0,8572","1064,254284","100,8132","628,4",,
100,CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%","0,6525","0,5","0,579","0,0228","0,5562","0,6019","1018,274357","101,7058","716,19",,
101,CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%","1,0848","0,6968","0,8687","0,2523","0,6164","1,121","1083,652488","101,3756","519,73",,
102,CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%","1,4264","0,6042","1,0459","0,0781","0,9678","1,1241","1085,623677","101,4989","600,26",,
103,CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%","0,9179","0,4987","0,8129","0,1642","0,6488","0,9772","1066,840134","100,1003","686,52",,
104,CEROA2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2029,"DI + 0,95%","0,9423","0,7382","0,9156","0,0122","0,9034","0,9279","1042,557801","100,1085","801,76",,
105,CEROB2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2031,"DI + 1,1%",--,--,--,--,--,--,N/D,N/D,N/D,,
106,CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%","1,2607","0,5183","0,996","0,2818","0,7142","1,2779","771,87944","102,5838","436,19",,
107,CGASA3,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/05/2028,"DI + 0,45%","0,5602","0,2646","0,4942","0,0113","0,4828","0,5056","1050,727104","99,9043","548,47",35.0,
108,CGBP14,ESSENTIA PCHS S.A (*),25/03/2032,DI + 1%,"0,85","0,6405","0,761","0,0166","0,7444","0,7778","1082,839946","100,7361","781,65",5.0,
109,CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%","0,9408","0,5103","0,7165","0,0269","0,6896","0,7436","1,093041","102,2056","597,78",,
110,CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%","0,6734","0,4265","0,5563","0,0145","0,5418","0,5709","1013,918666","101,3919","712,07",,
111,CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,"0,75","0,5173","0,6449","0,0135","0,6314","0,6585","1031,155676","101,0655","759,1",,
112,CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2030,DI + 1%,"0,7838","0,5129","0,6465","0,0234","0,6231","0,67","1014,018508","101,1028","789,1",,
113,CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2031,"DI + 0,85%","0,7535","0,4992","0,6015","0,0356","0,5659","0,6373","1013,424167","101,0466","1064,68",45.0,
114,CHSF24,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2034,"DI + 1,05%",--,--,"1,1264","0,0254","1,101","1,152","999,201302","99,6245","1253,63",,
115,CHTH11,CHINA THREE GORGES BRASIL ENERGIA S.A. (*),15/12/2029,"DI + 0,43%","0,8411","0,399","0,6187","0,0652","0,5535","0,684","1034,297644","99,4559","732,09",35.0,
116,CIEL17,CIELO S/A,17/12/2027,"DI + 0,54%",--,"0,2085","0,4972","0,0094","0,4877","0,5067","1040,528204","100,0814","481,65",,
117,CIEL18,CIELO S/A (*),08/05/2029,"DI + 0,54%","0,5098","0,3342","0,4799","0,0089","0,471","0,4889","1055,022461","100,1679","707,3",,
118,CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%","1,328","0,5199","0,9799","0,4245","0,5555","1,4045","164,648576","100,8118",5,,
119,CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%","1,4571","0,6067","1,216","0,3216","0,8944","1,5377","1065,498537","100,7623","447,65",,
120,CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,--,--,--,--,N/D,N/D,N/D,,
121,CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%","2,0264","1,1205","1,8357","0,0364","1,7993","1,8722","1106,02522","104,4951","690,84",,
122,CLIS11,CLI SUL S/A (*),10/10/2031,"DI + 3,2%","2,0518","1,1278","1,8382","0,1509","1,6873","1,9892","1176,32805","103,5252","663,42",,
123,CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%","0,983","0,4761","0,7194","0,0359","0,6836","0,7554","1052,420988","100,9462","380,39",,
124,CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%","1,5437","1,2403","1,3788","0,0563","1,3225","1,4352","531,573027","100,3973","151,44",5.0,
125,CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%","0,6264","0,3797","0,5046","0,0136","0,491","0,5183","1022,497794","100,7121","609,61",40.0,
126,CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2031,"DI + 0,55%","0,7279","0,4479","0,6021","0,0056","0,5965","0,6078","1000,796199","99,7933","1006,15",,
127,CMGDA2,CEMIG DISTRIBUIÇÃO S/A (*),15/03/2032,"DI + 0,86%","0,7859","0,5968","0,704","0,0374","0,6666","0,7414","1009,484312","100,6535","1061,27",,
128,CMGDA3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2030,"DI + 0,64%","0,7033","0,3751","0,5407","0,0886","0,4521","0,6294","1069,152289","100,2981","759,99",5.0,
129,CMGDB3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2032,"DI + 0,8%","0,8762","0,4725","0,8258","0,0908","0,735","0,9167","1065,637634","99,8978","1006,8",,
130,CMGTA0,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/03/2030,"DI + 0,64%","0,6885","0,5349","0,6184","0,0166","0,6018","0,6351","1003,565105","100,0677","794,14",,
131,CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%","73,4767","23,75","53,5",0,"53,5","53,5","670,701327","63,1106","231,74",,
132,CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%","0,8248","0,5196","0,6823","0,0151","0,6672","0,6975","1049,755283","100,696","273,04",,
133,COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%","1,25","0,9708","1,1139","0,0235","1,0904","1,1374","1033,339851","100,1105",77,,
134,COCEA2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2029,"DI + 1,1%","1,1629","0,9072","1,0243","0,0481","0,9761","1,0725","1052,641666","100,2103","706,8",,
135,COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%","1,1","0,7842","0,9404","0,0458","0,8946","0,9863","1062,432639","100,5796","359,75",,
136,COGNA3,COGNA EDUCACAO S.A (*),15/07/2027,"DI + 1,35%","1,1","0,7932","0,9567","0,0136","0,943","0,9704","1036,466365","100,6222","402,12",,
137,COGNA4,COGNA EDUCACAO S.A (*),19/11/2029,"DI + 1,6%","1,2006","0,8733","1,0345","0,0588","0,9757","1,0934","1072,465188","101,562","700,94",,
138,COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%","1,2","0,811","1,0341","0,0481","0,986","1,0823","1071,863805","101,3822","620,19",,
139,COLNA3,RODOVIAS DAS COLINAS S/A (*),15/01/2032,"DI + 0,8%","0,8938","0,7012","0,7864","0,0378","0,7486","0,8244","1024,680567","100,0487","909,67",5.0,
