,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B,Indexador
493,TLPP27,TELEFÔNICA BRASIL S/A (*) (**),12/07/2027,"DI + 1,35%",--,--,"0,7045","0,0136","0,6908","0,7182","1041,776558","101,0156","398,68",,,DI+
494,TRES11,TRES TENTOS AGROINDUSTRIAL S.A (*),05/04/2029,"DI + 2,1%","1,2641",1,"1,1271","0,0392","1,0879","1,1665","1103,691115","102,5628","667,83",5.0,,DI+
495,TRPLA3,ISA ENERGIA BRASIL S.A. (*),15/03/2030,"DI + 1,5%","0,9581","0,6471","0,7994","0,0291","0,7702","0,8286","1027,656714","102,3901","861,07",35.0,,DI+
496,TRPLA5,ISA ENERGIA BRASIL S.A. (*),15/03/2029,"DI + 0,73%",--,--,"0,7192","0,0415","0,6777","0,7608","1003,792043","100,0305","716,25",,,DI+
497,TRPLA6,ISA ENERGIA BRASIL S.A. (*),20/05/2031,"DI + 0,8%",--,--,"0,8549","0,1341","0,7208","0,9891","1050,957259","99,8026","914,1",,,DI+
498,TRPLB5,ISA ENERGIA BRASIL S.A. (*),17/03/2031,"DI + 0,8%","0,8233","0,4932","0,6528","0,0996","0,5532","0,7525","1008,966032","100,5444","936,73",,,DI+
499,TRPLC5,ISA ENERGIA BRASIL S.A. (*),15/03/2034,"DI + 0,97%","0,81","0,5617","0,6952","0,1267","0,5684","0,822","1016,821524","101,3232","1217,81",,,DI+
500,TSSG13,TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*),20/06/2029,"DI + 0,98%",--,--,"0,869","0,017","0,852","0,8861","1043,634215","100,3194","730,79",35.0,,DI+
501,TSSG14,TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*),20/05/2030,"DI + 0,67%","0,6777","0,3624","0,5258","0,091","0,4348","0,6169","1051,8304","100,3299","579,45",,,DI+
502,TUPW11,TUPI ENERGIAS RENOVAVEIS S.A (*),15/10/2034,"DI + 2,9%","2,6439","2,1601","2,4001","0,0002","2,3998","2,4004","1093,544093","101,7059","878,96",,,DI+
503,TUPY15,TUPY S/A (*),17/07/2029,"DI + 0,87%",--,--,"0,9321","0,0613","0,8709","0,9935","1026,618576","99,8167","751,27",,,DI+
504,TUPY25,TUPY S/A (*),17/07/2031,DI + 1%,--,--,"1,0251","0,0168","1,0083","1,042","1027,790399","99,9061","952,81",,,DI+
505,TUPY35,TUPY S/A (*),17/07/2034,"DI + 1,18%",--,--,"1,2017","0,016","1,1857","1,2178","1028,048907","99,8973","1206,98",,,DI+
506,UNIP18,UNIPAR CARBOCLORO S/A (*),16/10/2030,"DI + 2,05%","1,1421","0,9","1,0201","0,0207","0,9995","1,0409","1106,817629","103,3138","813,47",,,DI+
507,UNIP19,UNIPAR CARBOCLORO S/A (*),05/09/2029,"DI + 0,85%",--,--,"0,9202","0,0246","0,8956","0,9449","1004,849977","99,7824","788,88",5.0,,DI+
508,UNIP29,UNIPAR CARBOCLORO S/A (*),05/09/2031,"DI + 1,2%","1,144","0,9","1,0269","0,0352","0,9917","1,0623","1013,985443","100,6729","987,95",,,DI+
509,UNIP39,UNIPAR CARBOCLORO S/A (*),05/09/2034,"DI + 1,65%","1,2325","0,9837","1,0784","0,0402","1,0381","1,1187","1035,612979","102,7985","1238,98",,,DI+
510,UNIPB0,UNIPAR CARBOCLORO S/A (*),18/07/2035,"DI + 1,35%","1,4679","0,9291","1,1614","0,0529","1,1085","1,2143","1038,625962","100,9538","1286,7",10.0,,DI+
511,UNIPC0,UNIPAR CARBOCLORO S/A (*),18/07/2032,"DI + 1,15%","1,3714","0,8577","1,0654","0,1398","0,9255","1,2053","1032,213711","100,3675","1105,38",35.0,,DI+
512,UQFN14,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,15/10/2026,"DI + 1,9%","0,9","0,5","0,7093","0,0223","0,687","0,7317","403,075165","100,3357","72,09",,,DI+
513,UQFN15,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A (*),13/06/2031,"DI + 1,3%","2,2719","1,9915","2,1627","0,1013","2,0614","2,264","1014,15508","97,1726","849,16",45.0,,DI+
514,USIM28,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),23/05/2029,"DI + 1,7%","1,6221","1,2801","1,4595","0,0198","1,4397","1,4794","1060,612243","100,5875","623,88",,,DI+
515,USIM29,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),09/12/2029,"DI + 1,65%","1,662","1,3034","1,5011","0,0353","1,4658","1,5365","1051,570805","100,4155","713,15",,,DI+
516,USIM39,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),09/12/2032,"DI + 1,95%","1,8311","1,4","1,6405","0,0183","1,6221","1,6589","1061,052135","101,2321","1016,93",,,DI+
517,USIMA0,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),19/09/2029,"DI + 1,35%","1,5887","1,3395","1,4543","0,0249","1,4294","1,4793","997,975869","99,677","792,35",,,DI+
518,USIMB0,USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*),19/09/2031,"DI + 1,5%","1,6","1,3999","1,5292","0,0783","1,4509","1,6076","1000,089844","99,887","990,4",,,DI+
519,VAMO13,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",15/06/2029,"DI + 2,3%","3,0875","1,1484","2,122","0,0511","2,071","2,1732","1049,865564","100,3798","548,73",,,DI+
520,VAMO14,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",15/10/2028,"DI + 2,4%","3,1614","2,8198","3,0083","0,1099","2,8985","3,1183","1063,04903","99,0188","418,9",,,DI+
521,VAMO17,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A.",15/06/2028,"DI + 2,17%","2,6733","1,1251","1,8957","0,0338","1,8619","1,9295","1049,599138","100,3897","364,95",,,DI+
522,VAMO22,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*) (**)",20/08/2026,DI + 2%,"1,8399","0,4984","1,1925","0,0175","1,1751","1,2101","340,749117","100,6913","218,44",,,DI+
523,VAMO23,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",15/06/2031,"DI + 2,75%","3,5175","3,1852","3,3514","0,0472","3,3042","3,3987","1027,256418","98,0984","826,84",,,DI+
524,VAMO24,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",15/10/2031,"DI + 2,8%","3,5","2,9","3,2164","0,1895","3,0269","3,4059","1060,938376","98,6526","843,79",35.0,,DI+
525,VAMOA0,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",21/02/2029,"DI + 2,35%","3,2692","2,892","3,0634","0,0708","2,9926","3,1342","998,244237","98,3582","599,82",,,DI+
526,VBBR14,VIBRA ENERGIA S.A (*),16/11/2028,"DI + 1,45%",1,"0,6659","0,8403","0,0354","0,8048","0,8758","1142,23502","101,2621","525,05",,,DI+
527,VBBR15,VIBRA ENERGIA S.A (*),03/10/2029,"DI + 1,5%","0,9595","0,8057","0,8958","0,0372","0,8585","0,9331","1091,622776","101,6005","671,39",,,DI+
528,VBBR16,VIBRA ENERGIA S.A (*),05/04/2031,"DI + 1,07%","0,9602","0,8","0,8845","0,0125","0,872","0,8971","1077,95546","100,6439","881,22",,,DI+
529,VBBR18,VIBRA ENERGIA S.A (*),08/01/2032,"DI + 1,05%","0,9514","0,7684","0,8685","0,018","0,8505","0,8865","1040,104767","100,6751","943,9",,,DI+
530,VBBR24,VIBRA ENERGIA S.A (*),16/11/2031,"DI + 1,75%","1,05","0,8514","0,967","0,0066","0,9604","0,9737","1161,290808","102,6961","871,62",,,DI+
531,VBBR26,VIBRA ENERGIA S.A (*),05/04/2034,"DI + 1,25%","1,0492","0,8527","0,9739","0,0707","0,9032","1,0448","1085,204196","101,237","1137,3",40.0,,DI+
532,VEBMA4,VOTORANTIM CIMENTOS S/A (*) (**),19/05/2029,"DI + 1,6%","1,2266","0,5965","0,9768","0,2285","0,7482","1,2054","1074,871019","101,7274","702,6",35.0,,DI+
533,VERO14,VERO S.A. (*),15/10/2029,"DI + 1,75%","1,8","1,4534","1,6505","0,0322","1,6183","1,6828","1073,381052","100,262","674,13",,,DI+
534,VIXL14,VIX LOGÍSTICA S/A,15/03/2026,"DI + 2,6%","0,8963","0,65","0,7765","0,0392","0,7373","0,8157","337,487951","100,8504",119,,,DI+
535,VIXL15,VIX LOGÍSTICA S/A,26/10/2026,"DI + 2,15%","0,9336","0,7","0,8201","0,0227","0,7973","0,8429","1075,377646","100,7038","135,25",,,DI+
536,VIXL18,VIX LOGÍSTICA S/A (*),11/06/2030,DI + 2%,"1,1851","0,7121","0,9642","0,0257","0,9385","0,9899","1077,413486","102,9058","709,57",35.0,,DI+
537,VIXL25,VIX LOGÍSTICA S/A,26/10/2028,"DI + 2,5%",1,"0,7807","0,8872","0,0212","0,866","0,9085","1098,611677","102,7345","430,38",,,DI+
538,VIXL26,VIX LOGÍSTICA S/A,29/09/2028,"DI + 2,8%",1,"0,8","0,9102","0,0137","0,8964","0,924","1077,442393","103,4879","467,18",35.0,,DI+
539,VIXL35,VIX LOGÍSTICA S/A,26/10/2026,"DI + 2,15%","0,9571","0,7","0,82","0,0229","0,7971","0,8429","1075,378218","100,7039","135,25",,,DI+
540,VIXL45,VIX LOGÍSTICA S/A,26/10/2028,"DI + 2,5%","0,9996","0,8156","0,9187","0,0355","0,8832","0,9543","1098,026131","102,6797","430,31",,,DI+
541,VLIDA0,VALID SOLUCOES S/A (*),26/04/2029,"DI + 1,95%","1,3954","0,7841","1,1247","0,0034","1,1212","1,1282","1083,340594","101,5316","472,22",,,DI+
542,VLME11,VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*) (**),15/11/2027,DI + 6%,--,--,--,--,--,--,"539,485776","69,1406",N/D,,,DI+
543,VLME12,VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*),15/08/2028,"DI + 5,5%",--,--,--,--,--,--,"613,545064","70,5139",N/D,,,DI+
544,VVEO15,CM HOSPITALAR S.A. (*) (**),22/07/2027,"DI + 1,6%","75,4366","30,0859","52,4107","4,1525","48,2582","56,5632","647,340658","62,9695","273,64",,,DI+
545,VVEO16,CM HOSPITALAR S.A. (*) (**),27/10/2027,"DI + 1,6%","73,3333","29,6375","49,1853","1,8209","47,3644","51,0063","649,978982","61,0031","304,92",,,DI+
546,YDUQ18,YDUQS PARTICIPACOES S.A (*) (**),02/06/2030,"DI + 0,85%",1,"0,7284","0,8733","0,0242","0,8491","0,8977","999,175102","99,9175","900,15",,,DI+
547,YDUQA0,YDUQS PARTICIPACOES S.A (*),10/04/2029,"DI + 1,25%","0,8","0,55","0,6753","0,0033","0,672","0,6787","1084,678403","101,3625","599,95",10.0,,DI+
548,CEEBB2,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),24/04/2026,"110,25% do DI","106,8125",102,"104,9438","0,8954","104,0484","105,8393","5350,932698","100,3975","136,81",,,%doDI
549,CEPE20,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/04/2026,111% do DI,"106,99","102,9516",105,0,105,105,"5370,64405","100,4305","130,84",,,%doDI
550,DASAA1,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),10/06/2026,"108,5% do DI","125,7459","117,7699","121,6164","3,3205","118,2959","124,937","5163,810659","98,8122","167,87",,,%doDI
551,DASAC0,DIAGNÓSTICOS DA AMÉRICA S/A (*),10/12/2026,"112,5% do DI","125,3968","118,0906","121,8202","1,4834","120,3368","123,3036","10384,060792","99,1906","165,05",,,%doDI
552,HAPV21,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),10/07/2026,"110,55% do DI",--,--,"108,028","0,6281","107,3998","108,6562","517,7437","100,2583","189,72",,,%doDI
553,KLBNA2,KLABIN S/A,19/03/2029,"114,65% do DI",104,"102,9062","103,5285","0,1639","103,3646","103,6925","10311,992253","102,9897","533,67",,,%doDI
554,MULP17,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),25/04/2026,106% do DI,"103,5","101,3263","102,5129","0,0239","102,489","102,5369","5327,692936","100,2636","138,14",,,%doDI
555,PETR36,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2026,"106,25% do DI",--,--,"103,0639","1,2182","101,8457","104,2822","515,569952","100,1386",79,,,%doDI
556,RADL14,RAIA DROGASIL S/A (*) (**),17/06/2027,"106,99% do DI","104,6214",103,"103,8489","0,1335","103,7154","103,9825","1046,222827","100,4528","277,91",,,%doDI
557,SAPR29,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),11/06/2026,"107,25% do DI",--,--,"104,4599","0,2804","104,1795","104,7404","10467,1076","100,2561","169,06",,,%doDI
558,TAEE16,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**),15/05/2026,108% do DI,"105,0916","101,035","103,0115","0,055","102,9564","103,0666","1060,384859","100,4112","150,97",10.0,,%doDI
559,UNDAC3,UNIDAS S/A (*),10/04/2029,112% do DI,"108,1889","105,9157","107,1389","0,8045","106,3344","107,9435","1087,486104","101,4387","596,91",,,%doDI
560,CVRDA6,VALE S/A,01/01/2100,IGP-M,--,--,--,--,--,--,"36,938203",N/D,N/D,35.0,,
561,ACRC21,ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A. (*),15/07/2044,"IPCA + 7,415%","7,88","7,5852","7,7558","0,1921","7,5636","7,948","1119,401618","97,6395","1890,34",,15/05/2035,IPCA+
562,AEAB11,AES CAJUINA AB1 HOLDINGS S.A. (*),15/06/2044,"IPCA + 7,0718%","7,4187","6,9881","7,2064","0,1055","7,1009","7,312","1190,994559","99,0066","1998,01",,15/05/2035,IPCA+
563,AESLA5,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/10/2033,"IPCA + 6,1774%","7,0457","6,7068","6,888","0,1217","6,7663","7,0097","1080,556982","96,3115","1415,34",,15/08/2032,IPCA+
564,AESLA7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/04/2034,"IPCA + 6,1409%","7,1434","6,81","6,8891","0,1057","6,7834","6,9949","1047,039443","95,9024","1495,42",,15/05/2033,IPCA+
565,AESLA9,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/05/2035,"IPCA + 6,9249%","7,1292","6,7962","6,9836","0,093","6,8907","7,0767","1027,092454","99,6449","1632,85",,15/05/2033,IPCA+
566,AESLB7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/04/2039,"IPCA + 6,2031%","6,8453","6,5532","6,7035","0,271","6,4325","6,9746","1048,701588","96,0299","2159,91",,15/08/2040,IPCA+
567,AESOA1,AES TIETE ENERGIA S/A (*),15/03/2038,"IPCA + 6,4966%","7,2066","6,8734","7,0967","0,1068","6,9899","7,2036","1033,344728","96,63","1529,49",5.0,15/05/2033,IPCA+
568,AGEO15,AGEO TERMINAIS E ARMAZENS GERAIS S/A (*),15/06/2037,"IPCA + 7,6056%","7,2761","7,115","7,1919","0,0093","7,1827","7,2013","1050,814909","102,8995","1876,69",,15/05/2035,IPCA+
569,AGVF12,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA - AGROVALE (*),15/08/2027,"IPCA + 6,7686%","9,4232","9,0285","9,3221","0,3944","8,9278","9,7166","979,03057","97,4447","275,1",,15/08/2026,IPCA+
570,AHGD13,ATHON GERACAO DISTRIBUIDA S/A (*),15/09/2041,"IPCA + 7,3293%","8,2853","7,949","8,1522","0,1744","7,9778","8,3267","0,961277","95,3907","1537,99",,15/05/2033,IPCA+
571,ALGAB1,ALGAR TELECOM S/A (*),15/07/2031,"IPCA + 4,9999%","8,2172","7,9119","8,0437","0,1153","7,9284","8,1591","1127,957676","88,6282","1057,68",,15/08/2030,IPCA+
572,ALGAC2,ALGAR TELECOM S/A (*),15/01/2032,"IPCA + 5,8806%","8,1669","7,8305","7,9988","0,0675","7,9313","8,0665","1103,864499","91,425","1134,19",,15/08/2030,IPCA+
573,ALGE16,ALIANCA GERACAO DE ENERGIA S.A (*),15/11/2037,"IPCA + 6,1451%",--,--,"7,4072","0,2104","7,1968","7,6176","998,44719","93,521","1409,58",,15/08/2032,IPCA+
574,ALGTA4,ALGAR TELECOM S/A (*),15/11/2033,"IPCA + 6,3243%","8,0868","7,8391","7,9299","0,1617","7,7682","8,0917","1028,396176","92,3186","1334,37",,15/08/2032,IPCA+
575,ALIG12,ALIANCA GERACAO DE ENERGIA S.A,15/12/2029,"IPCA + 3,65%","8,048","7,7769","7,9515","0,0773","7,8743","8,0289","803,992783","92,4712","477,35",,15/05/2027,IPCA+
576,ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*) (**),15/02/2035,IPCA + 4%,--,--,"7,3211","0,0635","7,2575","7,3847","857,579545","86,8882",1099,,15/08/2030,IPCA+
577,ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),15/04/2036,"IPCA + 6,1305%",--,--,"7,2684","0,0198","7,2486","7,2883","1002,783256","94,8069","1247,68",,15/08/2032,IPCA+
578,ALUP18,ALUPAR INVESTIMENTO S/A (*),15/10/2034,"IPCA + 6,4986%","7,0456","6,7846","6,9481","0,1216","6,8265","7,0698","1047,87814","97,4256","1556,51",,15/05/2033,IPCA+
579,ANET11,AMERICA NET S.A. (*),15/03/2029,"IPCA + 5,6006%","9,7875","9,5123","9,6701","0,181","9,4891","9,8513","652,167465","93,2732","459,44",,15/05/2027,IPCA+
580,ANET12,AMERICA NET S.A. (*),15/11/2030,"IPCA + 8,9619%","9,194","8,8642","9,0719","0,0244","9,0474","9,0964","1174,452054","99,6933","766,81",,15/05/2029,IPCA+
581,ANHBB6,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),15/07/2037,"IPCA + 7,0457%","6,9231","6,6374","6,7999","0,1805","6,6194","6,9804","1030,087881","101,6565","1804,33",,15/05/2035,IPCA+
582,APFD19,AUTOPISTA FERNAO DIAS S/A (*),15/09/2031,"IPCA + 6,3854%","7,918","7,4878","7,7192","0,06","7,6591","7,7793","1107,487771","96,0414","812,43",,15/05/2029,IPCA+
583,APPSA2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2031,"IPCA + 6,78%",--,--,"7,5291","0,1339","7,3952","7,663","1051,704293","97,2995","985,03",,15/08/2030,IPCA+
584,APRB18,AUTOPISTA REGIS BITTENCOURT S/A,15/06/2031,"IPCA + 4,5%",--,--,"7,776","0,1546","7,6214","7,9307","1260,566229","89,3356","910,46",15.0,15/05/2029,IPCA+
585,ARTR19,ARTERIS S/A (*) (**),15/09/2027,"IPCA + 4,8392%","8,7458","8,4887","8,556","0,0811","8,4749","8,6372","1285,69164","95,1605","357,67",,15/05/2027,IPCA+
586,ARTRA7,ARTERIS S/A (*),15/05/2035,"IPCA + 7,7%","7,9766","7,5845","7,7637","0,086","7,6777","7,8498","1026,483852","99,6279","1588,33",,15/05/2033,IPCA+
587,ASAB11,ASA BRANCA HOLDING S.A. (*),15/06/2033,"IPCA + 6,25%","11,8461",--,"10,9755","0,3931","10,5824","11,3687","788,075719","84,909","920,08",,15/05/2029,IPCA+
588,ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2030,"IPCA + 7,55%","7,9979","7,6485","7,828","0,0559","7,7721","7,8841","975,031579","99,3257","659,89",,15/08/2028,IPCA+
589,ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2035,"IPCA + 8,15%","7,625","7,3126","7,4931","0,052","7,4411","7,5453","1154,078998","103,62","1476,23",,15/05/2033,IPCA+
590,ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%","11,2798","10,4577","10,8998","0,3104","10,5894","11,2103","992,076214","84,0385","1853,87",,15/05/2035,IPCA+
591,ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%","7,787","7,4631","7,7001","0,3945","7,3056","8,0947","918,029884","96,3235","1693,71",,15/05/2035,IPCA+
592,ATHT11,ATHON GERACAO DISTRIBUIDA III S.A. (*),15/09/2041,"IPCA + 7,3293%","8,2853","7,949","8,1578","0,1635","7,9943","8,3215","0,960976","95,3608","1537,76",,15/05/2033,IPCA+
593,ATII12,ATHON GERACAO DISTRIBUIDA II S.A. (*),15/09/2041,"IPCA + 7,3293%","8,2838","7,9477","8,1258","0,1303","7,9955","8,2562","0,962712","95,5331","1539,09",,15/05/2033,IPCA+
594,AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%","7,201","6,892","7,0357","0,2335","6,8022","7,2694","1050,588514","95,9859","1487,26",,15/05/2033,IPCA+
595,AURP12,AUREN PARTICIPACOES S.A. (*),15/04/2035,"IPCA + 7,4515%","7,1831","6,8671","7,0212","0,0937","6,9276","7,115","1071,233833","102,5547","1588,73",,15/05/2033,IPCA+
596,AURP13,AUREN PARTICIPACOES S.A. (*),15/07/2037,"IPCA + 6,9164%","7,0258","6,8207","6,9265","0,0633","6,8632","6,9899","1008,161828","99,9271","1943,97",15.0,15/05/2035,IPCA+
597,BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%","7,8901","7,5758","7,7552","0,2109","7,5443","7,9663","1151,074129","100,3156","2103,42",,15/05/2035,IPCA+
598,BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",--,--,"7,5362","0,1842","7,352","7,7206","1015,682727","94,8857","797,14",,15/05/2029,IPCA+
599,BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%","7,3001","7,08","7,1911","0,0576","7,1335","7,2489","1035,436356","97,4239","1999,63",5.0,15/05/2035,IPCA+
600,BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%","7,8767","7,5127","7,705","0,1083","7,5967","7,8134","1147,633336","98,645","646,74",,15/08/2028,IPCA+
601,BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%","11,1933","10,265","10,7494","0,0428","10,7065","10,7923",N/D,N/D,N/D,5.0,15/08/2026,IPCA+
602,BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%","8,4683","8,1542","8,3758","0,1462","8,2296","8,5221","1166,761961","85,435","1477,88",10.0,15/05/2033,IPCA+
603,BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%","8,5024","8,3148","8,3359","0,0668","8,2691","8,4028","892,857223","96,6857","352,77",10.0,15/05/2027,IPCA+
604,BTEL23,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),15/04/2032,"IPCA + 8,27%","8,4616","7,9981","8,2392","0,0771","8,1621","8,3164","1039,814986","100,1347","1192,11",,15/08/2030,IPCA+
605,BTEL33,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),15/04/2035,"IPCA + 8,45%","8,4666","8,063","8,2349","0,135","8,0999","8,3699","1051,678222","101,215","1535,2",,15/05/2033,IPCA+
606,CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%","7,1756","7,0271","7,1166","0,1189","6,9978","7,2356","1156,550077","107,0119","1728,6",,15/05/2035,IPCA+
607,CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%","7,7314","7,3203","7,5325","0,2251","7,3074","7,7578","1089,236948","87,8666","1579,57",,15/05/2033,IPCA+
608,CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%","7,5826","7,3354","7,4656","0,1524","7,3131","7,6181","995,545343","97,2498","1215,57",,15/08/2030,IPCA+
609,CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%","7,5262","7,2026","7,3899","0,1178","7,272","7,5078","11805,041293","97,6266","1120,37",,15/08/2030,IPCA+
610,CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%","8,9042","8,5115","8,7488","0,1244","8,6245","8,8733","1185,658442","104,9994","861,22",,15/05/2029,IPCA+
611,CASN24,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2032,"IPCA + 9,9878%","8,8884","8,4643","8,7072","0,1611","8,5461","8,8684","1099,140219","104,286","907,57",,15/05/2029,IPCA+
612,CASN34,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2037,"IPCA + 10,6573%","8,8633","8,4093","8,6554","0,1616","8,4938","8,8171","1154,168607","109,2227","1238,99",,15/08/2030,IPCA+
613,CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,"7,6726","7,2733","7,4965","0,1037","7,3928","7,6004","1379,417099","89,2492","1203,64",,15/08/2030,IPCA+
614,CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%","7,6769","7,3163","7,495","0,1063","7,3887","7,6013","1399,03214","90,1248","1199,25",,15/08/2030,IPCA+
615,CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%","7,6769","7,3163","7,495","0,1063","7,3887","7,6013","1399,03214","90,1248","1199,25",,15/08/2030,IPCA+
616,CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",--,--,"7,6976","0,1231","7,5745","7,8207","1386,564981","89,3216","1196,65",,15/08/2030,IPCA+
617,CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%","8,3045","7,9624","8,1615","0,0789","8,0826","8,2405","1164,214252","94,0007","1121,85",,15/08/2030,IPCA+
618,CCPV11,CONCESSIONARIA DE RODOVIAS PRVIAS S.A. (*),15/02/2030,"IPCA + 7,6%","6,9764","6,7312","6,8805","0,1173","6,7632","6,9979","1098,159701","102,8518","1056,34",,15/08/2030,IPCA+
619,CCROA5,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/11/2033,"IPCA + 4,8791%","7,3025","6,8349","7,0957","0,11","6,9857","7,2059","954,740621","89,1944","1356,8",,15/08/2032,IPCA+
620,CCROB4,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*) (**),15/12/2028,"IPCA + 4,25%","8,0926","7,6568","7,8353","0,2388","7,5965","8,0742","1023,430332","94,6969","400,96",,15/05/2027,IPCA+
621,CCROB6,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/01/2036,"IPCA + 6,437%","7,3914","6,7473","7,1042","0,137","6,9671","7,2413","1162,738171","96,2997","1513,15",,15/05/2033,IPCA+
622,CDES11,VPORTS AUTORIDADE PORTUARIA S/A (*),15/12/2038,"IPCA + 8,0361%","7,2909","7,0052","7,1722","0,149","7,0233","7,3213","1120,859137","105,6604","1743,5",10.0,15/05/2035,IPCA+
