,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
593,ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%","11,3599","10,5795","11,0315","0,0825","10,9491","11,1141","982,109501","83,2935","1848,44",,15/05/2035
594,ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%","7,9124","7,6307","7,7551","0,2787","7,4763","8,0339","913,840322","95,9893","1692,77",,15/05/2035
595,ATHT11,ATHON GERACAO DISTRIBUIDA III S.A. (*),15/09/2041,"IPCA + 7,3293%","8,3765","8,0319","8,2104","0,1346","8,0758","8,3452","0,957004","95,0725","1537,56",,15/05/2033
596,ATII12,ATHON GERACAO DISTRIBUIDA II S.A. (*),15/09/2041,"IPCA + 7,3293%","8,3749","8,0303","8,1985","0,1404","8,0581","8,339","0,957644","95,1361","1538,06",,15/05/2033
597,AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%","7,4277","7,0816","7,197","0,1009","7,0961","7,2979","1040,151169","95,131","1486,84",,15/05/2033
598,AURP12,AUREN PARTICIPACOES S.A. (*),15/04/2035,"IPCA + 7,4515%","7,3631","6,9822","7,1408","0,0604","7,0804","7,2012","1062,553263","101,838","1588,25",,15/05/2033
599,AURP13,AUREN PARTICIPACOES S.A. (*),15/07/2037,"IPCA + 6,9164%","7,1831","6,9502","7,0042","0,0563","6,9479","7,0607","1001,43961","99,3685","1943,46",50.0,15/05/2035
600,BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%","7,9815","7,6214","7,8142","0,1697","7,6445","7,984","1144,513163","99,8584","2102,83",10.0,15/05/2035
601,BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",--,--,"7,5476","0,1093","7,4384","7,657","1014,195168","94,8413","799,12",,15/05/2029
602,BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%","7,4095","7,117","7,2217","0,0516","7,1701","7,2734","1031,952874","97,2008","1999,45",45.0,15/05/2035
603,BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%","7,927","7,5648","7,7862","0,1493","7,6369","7,9355","1144,102698","98,4498","648,15",,15/08/2028
604,BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%","10,9634","10,4848","10,7313","0,0539","10,6774","10,7854",N/D,N/D,N/D,35.0,15/08/2026
605,BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%","8,5951","8,3083","8,4706","0,09","8,3807","8,5607","1159,406625","84,9797","1478,78",5.0,15/05/2033
606,BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%","8,8547","8,4008","8,7644","0,4811","8,2833","9,2456","886,857894","96,132","354,28",,15/05/2027
607,BTEL23,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),15/04/2032,"IPCA + 8,27%","8,4106","8,0084","8,2232","0,0595","8,1637","8,2828","1039,315302","100,2051","1194,26",10.0,15/08/2030
608,BTEL33,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),15/04/2035,"IPCA + 8,45%","8,4968","8,1038","8,251","0,0671","8,1839","8,3181","1049,484487","101,1248","1536,86",,15/05/2033
609,CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%","7,4334","7,1398","7,2622","0,0731","7,1891","7,3354","1144,565605","106,0277","1726,69",5.0,15/05/2035
610,CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%","7,7727","7,5059","7,6458","0,0874","7,5584","7,7334","1080,851706","87,2748","1576,6",,15/05/2033
611,CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%","7,7461","7,5416","7,6392","0,1169","7,5223","7,7561","986,715176","96,4913","1213,26",,15/08/2030
612,CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%","7,602","7,2512","7,4267","0,0979","7,3288","7,5247","11773,867172","97,4736","1121,73",15.0,15/08/2030
613,CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%","9,0005","8,6613","8,8213","0,1094","8,7119","8,9309","1181,515548","104,7721","862,36",,15/05/2029
614,CASN24,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2032,"IPCA + 9,9878%","8,9852","8,5725","8,7902","0,1367","8,6534","8,927","1094,785962","104,0089","908,98",,15/05/2029
615,CASN34,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2037,"IPCA + 10,6573%","8,9745","8,5324","8,7726","0,1432","8,6295","8,9159","1146,673358","108,6607","1238,46",,15/08/2030
616,CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,"7,764","7,3436","7,542","0,0849","7,4571","7,6269","1375,077809","89,0521","1205,06",,15/08/2030
617,CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%","7,764","7,3436","7,542","0,0849","7,4571","7,6269","1394,548873","89,9218","1200,64",,15/08/2030
618,CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%","7,764","7,3436","7,542","0,0849","7,4571","7,6269","1394,548873","89,9218","1200,64",,15/08/2030
619,CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",--,--,"7,6868","0,1212","7,5657","7,8081","1385,644116","89,3476","1198,79",,15/08/2030
620,CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%","8,4136","8,0938","8,2451","0,0906","8,1545","8,3359","1158,847377","93,6671","1123,41",,15/08/2030
621,CCPV11,CONCESSIONARIA DE RODOVIAS PRVIAS S.A. (*),15/02/2030,"IPCA + 7,6%","7,1178","6,8559","6,9935","0,1358","6,8577","7,1294","1092,115935","102,4018","1058,28",,15/08/2030
622,CCROA5,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/11/2033,"IPCA + 4,8791%","7,2787","6,9106","7,1457","0,0627","7,083","7,2085","951,297486","88,9555","1357,85",,15/08/2032
623,CCROB4,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*) (**),15/12/2028,"IPCA + 4,25%","8,1074","7,7011","7,8242","0,0496","7,7746","7,8739","1022,420784","94,687","402,99",,15/05/2027
624,CCROB6,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),15/01/2036,"IPCA + 6,437%","7,3581","6,887","7,1079","0,0732","7,0348","7,1812","1161,221488","96,275","1515,06",,15/05/2033
625,CDES11,VPORTS AUTORIDADE PORTUARIA S/A (*),15/12/2038,"IPCA + 8,0361%","7,4198","7,0582","7,2449","0,0483","7,1966","7,2932","1114,381242","105,1723","1742,92",5.0,15/05/2035
626,CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%","8,2866","8,0118","8,1901","0,1956","7,9945","8,3858","859,667556","96,9215","549,63",,15/08/2028
627,CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%","7,5443","7,1745","7,3802","0,1004","7,2799","7,4807","1079,372235","96,9575","944,51",,15/08/2030
628,CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%","7,496","7,2365","7,3487","0,0543","7,2944","7,4031","1070,607856","96,8605","1433,35",,15/08/2032
629,CEAP17,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2036,"IPCA + 7,9091%","7,3126","7,0579","7,1795","0,0616","7,118","7,2412","1108,814696","104,7617","1737,92",15.0,15/05/2035
630,CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/08/2030,"IPCA + 6,25%","7,1988","6,9521","7,0211","0,1161","6,9051","7,1373","1075,421879","97,2459","971,97",,15/08/2030
631,CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2033,"IPCA + 6,1%","7,3665","6,9743","7,0901","0,203","6,8871","7,2932","1052,947101","94,8163","1437,84",10.0,15/08/2032
632,CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2031,"IPCA + 5,8224%","7,2575","6,9166","7,021","0,1378","6,8832","7,1589","1196,739312","95,2658","1081,58",,15/08/2030
633,CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2032,"IPCA + 6,2792%","7,2502","6,8976","7,0112","0,1361","6,8752","7,1474","1153,433766","96,8833","1159,74",,15/08/2030
634,CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/12/2029,"IPCA + 7,1498%","7,5412","7,1713","7,2793","0,0815","7,1977","7,3609","1153,926817","99,5609","917,92",10.0,15/05/2029
635,CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/07/2030,"IPCA + 6,5%","7,541","7,2333","7,3908","0,071","7,3198","7,4618","1078,849777","96,9217","944,47",,15/08/2030
636,CEED15,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/05/2036,"IPCA + 6,5596%",--,--,"7,2661","0,0533","7,2128","7,3195","1034,947295","95,6036","1706,15",,15/05/2035
637,CEED17,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/09/2036,"IPCA + 6,6493%","7,3092","7,0898","7,1993","0,0779","7,1214","7,2774","1012,642932","96,3996","1789,9",,15/05/2035
638,CEED19,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/06/2037,"IPCA + 7,0606%","7,4258","7,099","7,2885","0,0672","7,2213","7,3558","1003,971437","98,4582","1837,98",,15/05/2035
639,CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%","7,5837","7,2647","7,3366","0,1624","7,1742","7,4991","1193,657013","94,6131","781,51",35.0,15/05/2029
640,CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%","7,3799","6,9319","7,0918","0,2117","6,8802","7,3036","1052,851738","94,8077","1437,82",,15/08/2032
641,CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%","7,1964","6,9008","7,0159","0,1428","6,8731","7,1588","1199,871344","95,4946","1080,48",,15/08/2030
642,CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%","7,2535","6,9108","7,014","0,1342","6,8797","7,1483","1153,29488","96,8716","1159,72",,15/08/2030
643,CERT11,CONCESSIONARIA ECOVIAS RAPOSO-CASTELO S.A (*),15/03/2029,"IPCA + 8,1773%","7,6188","7,3664","7,4568","0,114","7,3428","7,5709","1092,353963","102,3339",870,5.0,15/05/2029
644,CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%","7,4842","7,1455","7,2226","0,1007","7,122","7,3234","1107,829517","100,9831","975,36",35.0,15/08/2030
645,CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%","7,6108","7,2017","7,3621","0,1245","7,2376","7,4867","1241,85124","90,19","894,88",35.0,15/05/2029
646,CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%","7,2978","7,0217","7,1269","0,1183","7,0087","7,2453","1037,611293","94,7784","1492,92",,15/05/2033
647,CGASA1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2034,"IPCA + 6,3763%","7,3268","7,0012","7,1642","0,2219","6,9423","7,3863","1014,870458","95,1297","1697,43",,15/05/2035
648,CGASA2,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/12/2036,"IPCA + 7,1728%","7,2183","6,881","7,0434","0,0652","6,9782","7,1086","1066,156686","100,9437","1961,64",,15/05/2035
649,CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%","6,9682","6,7109","6,8276","0,0532","6,7745","6,8809","1034,384894","96,946","2200,7",,15/08/2040
650,CGEE13,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*),14/12/2041,"IPCA + 8,7219%","9,6864","9,2962","9,526","0,1007","9,4253","9,6269","994,93274","95,3444","1613,57",,15/05/2033
651,CGEE23,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*),15/12/2041,"IPCA + 8,7219%","9,56","9,1571","9,3704","0,0678","9,3026","9,4383","1004,049385","96,2181","1620,04",5.0,15/05/2033
652,CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%","7,7656","7,4034","7,6262","0,1619","7,4643","7,7882","1004,897876","93,3327","777,45",,15/05/2029
653,CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%","7,5475","7,2439","7,3937","0,0686","7,3251","7,4624","1125,831169","98,9583","962,82",,15/08/2030
654,CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%","7,3477","7,0847","7,1953","0,0695","7,1257","7,2649","1035,236682","95,5929","1711,05",45.0,15/05/2035
655,CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%","7,5064","7,2166","7,2935","0,0598","7,2338","7,3534","1085,613742","96,6698","1066,92",35.0,15/08/2030
656,CGOS28,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2036,"IPCA + 6,6493%","7,2912","7,0292","7,1231","0,0761","7,047","7,1993","1017,560215","96,8879","1791,7",35.0,15/05/2035
657,CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%","7,4424","7,1813","7,2964","0,0589","7,2374","7,3554","1083,17218","96,3592","1612,82",35.0,15/05/2033
658,CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%","7,0572","6,8064","6,9268","0,0553","6,8716","6,9822","1069,511154","99,2939","1193,47",40.0,15/08/2030
659,CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%","8,4015","8,1665","8,2945","0,1122","8,1822","8,4068","1181,062483","99,4953","1101,06",5.0,15/08/2030
660,CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%","8,5948","8,1189","8,42","0,1588","8,2612","8,5788","1213,921462","95,4308","426,43",,15/05/2027
661,CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%","7,7595","7,3248","7,5687","0,1043","7,4644","7,673","1077,428872","96,5745","901,27",,15/05/2029
662,CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%","7,6125","7,2796","7,4768","0,0772","7,3996","7,5541","1037,429388","97,1601","1483,4",,15/05/2033
663,CLIS13,CLI SUL S/A (*),15/08/2035,"IPCA + 8,5536%",--,--,"7,6579","0,0648","7,5931","7,7228","1082,561409","104,6826","1399,8",,15/08/2032
664,CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",--,--,"8,8892","0,2131","8,6761","9,1024","638,171471","99,87","230,43",,15/08/2026
665,CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%","7,8526","7,5892","7,7159","0,0588","7,6571","7,7748","1053,814784","97,2967","1583,62",45.0,15/05/2033
666,CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%","9,1236","8,7378","8,9493","0,0818","8,8675","9,0312","687,827742","96,8087","179,48",,15/08/2026
667,CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%","7,6535","7,3568","7,4943","0,1174","7,3769","7,6119","1115,398512","96,2849","732,26",,15/08/2028
668,CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%","7,2972","7,0525","7,1361","0,0526","7,0835","7,1889","1017,453308","94,6083","1499,43",45.0,15/05/2033
669,CMGDB1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2036,"IPCA + 6,5769%","7,195","6,9097","7,0033","0,0719","6,9314","7,0753","1019,709216","96,9719","1934,52",35.0,15/05/2035
670,CMGDB2,CEMIG DISTRIBUIÇÃO S/A (*),15/03/2040,"IPCA + 7,5467%","7,0558","6,6683","6,8752","0,0821","6,7931","6,9574","1076,001582","105,6427","2226,07",40.0,15/08/2040
671,CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%","8,5205","8,1564","8,3753","0,143","8,2323","8,5183","1081,115833","84,8249","1254,8",35.0,15/08/2032
672,CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%","8,5558","8,1942","8,4155","0,0797","8,3359","8,4953","1071,180026","92,5266","1364,04",,15/08/2032
673,CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",--,--,"8,3002","0,102","8,1982","8,4023","1018,354287","79,88","1804,7",,15/05/2035
674,CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%","8,4156","8,1728","8,2686","0,1074","8,1612","8,3761","1064,46612","91,916","1883,85",,15/05/2035
675,CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%","7,5314","7,2426","7,3479","0,0639","7,284","7,412","1172,228004","100,9343","911,07",,15/05/2029
676,CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,"8,45","8,2247","8,3893","0,245","8,1444","8,6344","1193,994319","89,352","1246,89",5.0,15/08/2032
677,COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%","7,939","7,6288","7,8169","0,0898","7,7271","7,9068","1091,773903","93,2184","1175,26",,15/08/2030
678,COCEB2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2030,"IPCA + 7,9%","7,9672","7,4247","7,6949","0,1278","7,5671","7,8228","1039,504389","100,7379","974,23",,15/08/2030
679,COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%","7,9836","7,7223","7,8521","0,0757","7,7764","7,9279","1093,418223","100,3406","1423,32",,15/08/2032
680,COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%","7,9262","7,6385","7,7787","0,0663","7,7124","7,8451","999,205993","96,9246","1505,7",10.0,15/05/2033
681,CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%","7,8035","7,3358","7,6648","0,1834","7,4814","7,8483","1158,605428","93,6682","1634,86",5.0,15/05/2033
682,CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%","11,9761","11,5597","11,7641","0,0437","11,7204","11,8079","1065,254605","92,3098","536,35",,15/08/2028
683,CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%","7,1142","6,8284","6,9869","0,1169","6,87","7,1039","1129,105789","96,4667","1002,97",,15/08/2030
684,CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%","7,122","6,7946","6,9486","0,0875","6,8611","7,0362","1075,954478",96,"1416,57",,15/08/2032
685,CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%","7,2013","6,8972","7,012","0,0873","6,9247","7,0995","1046,016456","95,7611",1492,35.0,15/05/2033
686,CPFPA9,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/02/2035,"IPCA + 7,7082%",--,"6,9337","7,0149","0,0678","6,9471","7,0829","1073,215323","104,1602","1596,89",,15/05/2033
687,CPFPB0,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/05/2035,"IPCA + 6,9249%","7,1007","6,7848","6,9324","0,083","6,8493","7,0155","1029,1671","99,9545","1635,88",,15/05/2033
688,CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%","6,949","6,5748","6,7625","0,0816","6,6809","6,8442","1052,608551","96,3558","2152,28",,15/08/2040
689,CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%","7,3572","6,9658","7,1594","0,1991","6,9603","7,3586","1178,308018","94,3077","1083,13",,15/08/2030
690,CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%","7,1316","6,8946","6,9884","0,075","6,9134","7,0634","1133,094025","99,015","1606,95",,15/05/2033
691,CPGTC0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/02/2037,"IPCA + 7,482%","7,1444","6,7552","6,9289","0,0771","6,8518","7,0061","1064,453865","103,5558","1713,87",35.0,15/05/2035
692,CPIS13,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*),15/09/2036,"IPCA + 6,8091%","7,3373","7,0583","7,2149","0,0517","7,1633","7,2667","1022,613644","97,3464","1782,39",,15/05/2035
693,CPLD15,COPEL DISTRIBUICAO S/A,15/11/2027,"IPCA + 4,2%",--,--,"8,8803","0,1189","8,7614","8,9993","1352,873013","95,3197","271,39",,15/08/2026
694,CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%","7,3461","6,9635","7,1719","0,1264","7,0455","7,2985","1170,706068","90,9774","1047,83",,15/08/2030
695,CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%","7,1316","6,8946","6,9884","0,075","6,9134","7,0634","1039,091003","95,9152","1581,28",,15/05/2033
696,CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%","7,1697","6,9049","7,0538","0,1006","6,9533","7,1545","1123,543301","96,1897","1181,94",,15/08/2030
697,CPLDC0,COPEL DISTRIBUICAO S/A (*),15/07/2037,"IPCA + 6,9543%","7,1771","6,8237","6,9891","0,1187","6,8704","7,1078","1013,197913","99,7708","1777,22",15.0,15/05/2035
698,CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",--,--,--,--,--,--,"570,514266","49,398",N/D,,
699,CRCF12,CONCESSIONARIA RODOVIAS DO CAFE SPE S.A. (*),15/03/2041,"IPCA + 8,4668%","7,8517","7,5249","7,7287","0,0357","7,693","7,7645","1123,271573","106,0989","2203,13",10.0,15/08/2040
700,CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%","8,0617","7,6685","7,978","0,3181","7,6599","8,2962","969,831261","94,9176","691,71",15.0,15/08/2028
701,CRTA12,CONCESSIONARIA ROTA DO OESTE S.A. (*),15/12/2043,"IPCA + 7,7178%","8,4325","8,0727","8,1706","0,2041","7,9665","8,3747","1021,906931","96,5217","2112,16",35.0,15/05/2035
702,CRTR12,CONCESSIONARIA RODOVIAS DO TRIANGULO SPE S.A. (*),15/08/2041,"IPCA + 7,3201%","8,0853","7,7675","7,9058","0,0843","7,8215","7,9902","1018,593257","96,1151","1821,43",,15/05/2035
703,CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%","10,4722","9,7493","10,044","0,1763","9,8677","10,2205","1070,603964","84,4799","1058,24",,15/08/2030
704,CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%","9,4127","8,8451","9,1574","0,4934","8,664","9,651","185,608291","98,8423",81,,
705,CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%","7,4547","7,1023","7,305","0,0706","7,2344","7,3757","875,698299","94,0133","790,03",,15/05/2029
706,CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%","10,1667","9,7223","9,9457","0,0389","9,9068","9,9848","346,811123","97,5349","118,93",,15/08/2026
707,CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%","8,5394","8,185","8,3328","0,0589","8,2739","8,3918","1064,217298","97,0134","665,28",35.0,15/08/2028
708,CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%","8,9234","8,6126","8,7675","0,0239","8,7436","8,7915","1008,99998","94,2881","1062,43",,15/08/2030
709,CSMGC0,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/05/2035,"IPCA + 8,21%",--,"8,251","8,426","0,0744","8,3517","8,5005","1005,262322","99,0579","1194,62",,15/08/2030
710,CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%","8,8481","8,5297","8,7159","0,0848","8,6311","8,8008","1023,510997","91,8662","1033,78",,15/08/2030
711,CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",--,"8,4812","8,6851","0,0347","8,6504","8,7199","991,279553","90,5147","1444,28",,15/08/2032
712,CSNAA6,COMPANHIA SIDERÚRGICA NACIONAL (*),15/11/2034,"IPCA + 7,5888%",--,--,"8,6843","0,0162","8,6681","8,7006","998,932919","93,5844","1636,45",,15/05/2033
713,CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%","8,7842","8,5579","8,6841","0,0912","8,5929","8,7755","1013,730891","90,9396","1357,99",,15/08/2032
714,CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",--,"8,4122","8,6444","0,0329","8,6115","8,6774","967,050631","88,2444","2016,68",,15/05/2035
715,CSNAB6,COMPANHIA SIDERÚRGICA NACIONAL (*),15/11/2039,"IPCA + 7,6952%",--,--,"8,567","0,0811","8,4858","8,6482","999,451127","93,5999","2044,28",,15/05/2035
716,CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,--,"8,3887","8,5698","0,0142","8,5556","8,5841","992,523483","89,0054","1983,35",,15/05/2035
717,CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%","8,1354","7,8155","7,9717","0,1298","7,8419","8,1016","1244,339362","99,9236","811,95",,15/05/2029
