,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
0,AALM12,AURA ALMAS MINERACAO S.A. (*),02/10/2030,"DI + 1,6%","1,15","0,85",1,0,1,1,"1090,44394","101,5709","664,65",,
1,AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%","10,2942","4,549","7,8178","1,0972","6,7206","8,9151","834,348862","95,2731","250,49",,
2,ABSP12,AGUAS DE BOMBINHAS SANEAMENTO SPE S.A. (*) (**),15/10/2026,"DI + 1,95%","1,64","1,24","1,44",0,"1,44","1,44","1074,636201","100,4815","241,42",,
3,AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%","3,0522","2,9477","3,0016","0,0042","2,9974","3,0059","1038,786506","103,5142","1008,05",,
4,AEGE17,EQUIPAV SANEAMENTO S.A. (*) (**),15/06/2035,"DI + 3,4%","3,45","3,25","3,3329",0,"3,333","3,333","1049,831236","100,2842","1102,52",35.0,
5,AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%","1,5","1,1","1,3063",0,"1,3064","1,3064","719,581073","100,7731","234,27",10.0,
6,AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%","1,4151","1,2081","1,321","0,0056","1,3154","1,3267","1083,987048","100,9524","419,79",40.0,
7,AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,"2,3","1,9","2,0307","0,003","2,0277","2,0338","1006,604613","100,4588",122,35.0,
8,AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%","2,1385","1,4906","1,8697","0,0655","1,8043","1,9353","1097,383007","102,7032","432,91",5.0,
9,AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%","2,1315","1,5843","1,8684","0,1117","1,7566","1,9802","1010,169327","100,8175","238,11",10.0,
10,AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%","1,95","1,5504","1,7496","0,0148","1,7348","1,7644","1067,234355","102,5195","642,4",,
11,AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%","1,9871","1,6793","1,8399","0,0384","1,8015","1,8784","1025,248689","102,3201","533,92",,
12,AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,30/03/2030,DI + 2%,--,--,--,--,--,--,"127,676542","16,1296",N/D,,
13,AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,30/03/2030,DI + 2%,--,--,--,--,--,--,"193,492284","16,4906",N/D,,
14,AESLA8,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),10/09/2029,"DI + 0,49%",--,--,"0,5455","0,0801","0,4654","0,6257","1001,877138","99,8453","706,4",,
15,AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%","7,3787","3,4803","5,3408","0,538","4,8029","5,8789","994,863518","99,27","230,17",,
16,ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%","0,85","0,6098","0,7326","0,0222","0,7104","0,7549","5074,379644","100,0685",104,,
17,ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%","1,2","0,9588","1,0824","0,0117","1,0707","1,0941","1040,263135","101,0758","584,75",,
18,ALGTA5,ALGAR TELECOM S/A (*),28/01/2032,"DI + 1,3%","1,35","1,1","1,2242","0,0209","1,2033","1,2452","1026,256245","100,303","1019,02",,
19,ALPA22,ALPARGATAS S.A. (*) (**),12/12/2029,"DI + 1,5%","1,1085","0,5796","0,9043","0,1263","0,778","1,0307","1060,672265","101,6982","722,13",,
20,ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",--,--,--,--,--,--,N/D,N/D,N/D,,
21,AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%","29,8388","9,75","18,5216","2,2015","16,3201","20,7232","808,885506","75,6669","471,93",10.0,
22,ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",--,--,"1,5671","0,0383","1,5288","1,6056","1054,88674","101,0962","488,87",,
23,ANHBA5,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),05/11/2030,"DI + 0,44%","0,6","0,451","0,495","0,0189","0,4761","0,514","1054,394136","99,8153","850,78",45.0,
24,ANHBA6,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),15/07/2032,"DI + 0,5%","0,7295","0,55","0,6048","0,0301","0,5747","0,635","1017,335751","99,5501","1089,54",45.0,
25,APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%","1,45","1,15","1,3",0,"1,3","1,3","761,123836","101,2899","387,25",,
26,APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%","0,7","0,45","0,5746","0,0033","0,5713","0,5781","528,520606","100,294","261,16",,
27,ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",2,"1,6005","1,8038","0,0099","1,7939","1,8137","1076,34905","101,1956","685,75",,
28,ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%","2,1","1,75","1,9231","0,0151","1,908","1,9383","1000,998748","99,9121","977,45",,
29,ARML15,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/09/2032,"DI + 1,35%",--,--,"1,906","0,1335","1,7725","2,0396","1053,501004","97,9017","973,2",,
30,ARML25,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/09/2034,"DI + 1,6%","2,3","1,9","2,1",0,"2,1","2,1","1053,501832","97,7842","1144,68",,
31,ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%","1,2751","1,05","1,1578","0,0126","1,1452","1,1705","671,699351","100,445","230,63",10.0,
32,ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%","1,7004","1,45","1,5776","0,0081","1,5695","1,5859","1030,634234","101,852","421,78",,
33,ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%","1,75","1,5","1,6273","0,0061","1,6211","1,6335","1088,658457","101,5378","508,77",10.0,
34,ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,"1,497","0,0827","1,4144","1,5798","1046,996469","100,6642","480,66",,
35,ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%","1,1763","0,9768","1,0672","0,0127","1,0545","1,08","1080,127652","100,4245","591,04",35.0,
36,ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%","1,3502","1,2211","1,2946","0,0151","1,2796","1,3098","1067,603319","101,1684","454,35",,
37,ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%","1,45","1,2","1,3249","0,003","1,3219","1,328","1056,970797","101,5982","650,5",,
38,ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%","1,1436","0,9898","1,0752","0,0101","1,0651","1,0853","1043,8219","100,447","650,68",5.0,
39,ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%","1,25","0,9996","1,1017","0,0205","1,0811","1,1223","1079,754659","100,3899","669,25",35.0,
40,ASAIA2,SENDAS DISTRIBUIDORA S/A (*),09/12/2029,"DI + 1,25%",--,--,"1,1988","0,0158","1,1831","1,2147","1045,776459","100,1597","795,34",45.0,
41,ASAIA3,SENDAS DISTRIBUIDORA S/A (*),05/06/2029,"DI + 1,2%","1,3006","1,065","1,1897","0,0057","1,184","1,1955","1041,804906","100,0292","722,25",10.0,
42,AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%","0,709","0,4838","0,603","0,058","0,545","0,6612","1062,922286","99,813","894,69",35.0,
43,BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",--,--,--,--,--,--,N/D,N/D,N/D,,
44,BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%","0,65","0,452","0,5657","0,0538","0,5119","0,6196","1079,471","100,7937","228,24",,
45,BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%","0,5","0,2","0,3697","0,0356","0,3341","0,4054","1026,789917","100,3477",90,,
46,BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%","0,65","0,35","0,5112","0,0161","0,4951","0,5275","1021,717018","100,8956","329,05",10.0,
47,BCPSA6,CLARO S/A,10/10/2028,"DI + 0,55%",--,--,"0,6403","0,0081","0,6322","0,6484","1062,593247","99,7821","612,16",,
48,BHIAA0,GRUPO CASAS BAHIA S.A. (*) (**),28/11/2029,"DI + 1,5%",--,--,--,--,--,--,"0,365494","30,4157",N/D,5.0,
49,BHIAC0,GRUPO CASAS BAHIA S.A. (*) (**),28/11/2030,DI + 1%,--,--,--,--,--,--,"0,362989","30,4157",N/D,5.0,
50,BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%","1,8744","1,5","1,685","0,015","1,67","1,7001","1068,227109","100,2033","242,42",,
51,BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,"0,8886","0,65","0,7764","0,0232","0,7533","0,7997","684,953117","101,5849","328,76",,
52,BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%","1,2753",1,"1,139","0,0131","1,1258","1,1522","1044,947283","101,3347","735,76",50.0,
53,BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",15,"10,5581","12,0626","1,1125","10,9501","13,1752","816,57911","77,1492","657,23",40.0,
54,BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",15,12,"13,4274","0,5097","12,9177","13,9372","769,198415","72,6415","707,15",40.0,
55,BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,"14,5049",11,"12,1103","1,1336","10,9766","13,244","759,363038","71,6792","834,26",,
56,BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%","14,6875",11,"12,6672","1,1146","11,5527","13,7819","733,150772","69,1745","862,13",5.0,
57,BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%","1,5657","1,4491","1,5058","0,0076","1,4982","1,5134","1084,1845","101,1831","338,17",10.0,
58,BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%","2,2505","2,0233","2,1505","0,0088","2,1417","2,1594","1031,364159","102,5737","527,36",35.0,
59,BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%","2,1366","1,9951","2,0622","0,0213","2,0409","2,0836","1045,819635","103,1732","681,94",10.0,
60,BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%","2,109",2,"2,0526","0,0046","2,048","2,0573","1038,512662","102,6142","761,3",,
61,BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%","0,75","0,3504","0,55",0,"0,55","0,55","1015,339181","100,313","990,53",,
62,BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%","0,7693","0,6482","0,6865","0,0263","0,6602","0,7129","1025,635533","101,3034","1251,22",35.0,
63,BRST14,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/05/2031,"DI + 1,4%","1,6","1,25","1,4285","0,0041","1,4244","1,4327","1044,817349","99,9061","842,58",,
64,BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/11/2029,"DI + 0,58%",--,--,"0,6258","0,0331","0,5927","0,6591","10554,22413","99,8591","780,38",,
65,BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%","0,85","0,7085","0,7731","0,0202","0,7529","0,7934","1072,719298","100,5701","522,39",,
66,BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%","0,4467","0,3562","0,3998","0,0147","0,3851","0,4145","1052,015957","100,4803","551,47",10.0,
67,BSA319,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",08/01/2031,"DI + 0,59%",--,--,"0,6566","0,0431","0,6135","0,6998","1027,910287","99,7657","893,06",,
68,BTGH18,BTG PACTUAL HOLDING S/A (*),10/12/2029,"DI + 1,5%","1,2",1,"1,0951","0,0034","1,0917","1,0986","1054,826132","101,0161","638,06",50.0,
69,BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%","3,4523","3,1006","3,2933","0,0612","3,2321","3,3546","718,353798","101,6193","349,56",40.0,
70,CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%","1,3973","1,1","1,2705","0,0333","1,2373","1,3039","1066,533426","102,1964","600,45",,
71,CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%","1,5982","1,3","1,4606","0,0822","1,3784","1,5429","1082,142625","103,6113","881,17",,
72,CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%","0,965","0,5291","0,7695","0,0352","0,7343","0,8047","540,486811","100,0603",8,,
73,CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,3853","1,0007","1,2081","0,0169","1,1912","1,2251","1069,644592","100,7134","531,52",,
74,CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%","1,3789","1,0077","1,2005","0,0014","1,1991","1,202","1069,814033","100,7293","531,53",,
75,CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%","2,2","1,3","1,7504","0,0013","1,7491","1,7518","1053,219718","105,1612","353,93",,
76,CASN14,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),15/04/2030,"DI + 2,3%","2,5064","1,25","1,9217","0,0338","1,888","1,9556","1010,963142","100,902","611,41",45.0,
77,CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2032,DI + 2%,"0,8308","0,5773","0,7",0,"0,7","0,7","910,436984","104,7362","915,59",,
78,CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%","13,9285","8,5","11,3322","0,3499","10,9823","11,6823","501,471672","94,7736","149,29",,
79,CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%","17,375","11,7728","14,375","0,6122","13,7628","14,9873","867,592888","81,9101","428,62",,
80,CCROA7,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),12/07/2029,"DI + 0,75%","0,48","0,4","0,4402","0,0012","0,439","0,4415","1035,618319","100,7145","583,01",35.0,
81,CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,"1,9292","1,7243","1,8654","0,2766","1,5887","2,1421","1079,976188","100,1703","324,76",50.0,
82,CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%","0,7374","0,5869","0,6473","0,0205","0,6268","0,6679","1061,519564","100,2277",40,,
83,CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%","1,15","0,9","1,0268","0,004","1,0228","1,0309","1042,288913","101,2262","403,01",,
84,CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%","0,9222","0,7","0,8005","0,0043","0,7962","0,805","812,709469","102,2054","350,56",,
85,CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",1,"0,3","0,6585","0,0265","0,632","0,6851","1073,6851","100,6511","242,44",,
86,CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%","1,45","1,25","1,35",0,"1,35","1,35","1029,714621","101,4316","607,37",,
87,CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%","0,8","0,4988","0,6744","0,0308","0,6436","0,7052","1067,712816","101,2618","631,4",,
88,CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%","0,8","0,4","0,6006","0,0014","0,5992","0,602","1053,104483","101,0057","727,96",,
89,CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",1,"0,8","0,9078","0,0199","0,8878","0,9278","1080,20341","101,198","522,25",,
90,CEEBB4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2029,"DI + 1,68%",--,--,"0,9222","0,0211","0,901","0,9434","1087,535559","101,8033","603,17",,
91,CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",--,--,"0,7954","0,0112","0,7842","0,8067","1054,716865","101,118","929,84",,
92,CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",1,"0,5512","0,8102","0,057","0,7532","0,8674","255,073517","100,5507","218,75",,
93,CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%","1,1281","0,7558","1,0094","0,0458","0,9636","1,0552","1060,879465","101,6152","639,75",,
94,CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%","0,9066","0,5584","0,7487","0,0041","0,7447","0,7529","1028,371445","100,9054","761,28",,
95,CEED18,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),25/03/2030,"DI + 0,8%","0,9","0,5055","0,7188","0,0257","0,6931","0,7445","1069,480245","100,2632","822,28",,
96,CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%","1,0172","0,6194","0,8296","0,0297","0,7999","0,8595","0,494665","100,7932","353,88",,
97,CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%","0,5129","0,3431","0,4527","0,0141","0,4387","0,4669","1056,687297","101,3211","558,68",,
98,CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%","1,0161","0,6423","0,8482","0,0956","0,7526","0,9439","1072,475578","100,5165","242,34",,
99,CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1,"0,7","0,85",0,"0,85","0,85","1063,062461","100,8207","630,95",,
100,CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%","0,6671","0,462","0,5707","0,0021","0,5687","0,5729","1017,364542","101,7365","719,01",,
101,CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%","1,0739","0,6048","0,8311","0,1612","0,6698","0,9924","1083,230393","101,4602","522,15",,
102,CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%","1,5","0,5128","1,0595","0,0901","0,9694","1,1497","1084,003563","101,4726","602,76",,
103,CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%","0,9967","0,496","0,7513","0,156","0,5953","0,9074","1067,380895","100,2682","689,53",,
104,CEROA2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2029,"DI + 0,95%",--,--,"0,8959","0,0293","0,8666","0,9254","1041,985261","100,1714","805,08",10.0,
105,CEROB2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/12/2031,"DI + 1,1%",--,--,--,--,--,--,N/D,N/D,N/D,,
106,CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",--,--,"1,0406","0,2484","0,7922","1,289","770,385732","102,5183","438,32",,
107,CGASA3,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/05/2028,"DI + 0,45%",--,--,"0,4905","0,0091","0,4814","0,4997","1049,612324","99,9119","550,79",,
108,CGBP14,ESSENTIA PCHS S.A (*),25/03/2032,DI + 1%,"0,85","0,644","0,7943","0,0562","0,7381","0,8507","1080,485806","100,6359","784,88",45.0,
109,CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%","0,9931","0,4743","0,7283","0,0086","0,7196","0,737","1,091495","102,1869","600,32",,
110,CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%","0,7","0,3644","0,5458","0,0065","0,5393","0,5524","1090,613368","101,325","664,26",,
111,CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,"0,75","0,5282","0,6408","0,0129","0,6278","0,6538","1030,109172","101,0822","762,18",,
112,CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2030,DI + 1%,"0,8","0,5","0,6614","0,0246","0,6367","0,6861","1012,39414","101,0602","792,16",15.0,
113,CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2031,"DI + 0,85%","0,8","0,5225","0,668","0,0403","0,6277","0,7084","1009,451705","100,7682","1068,61",,
114,CHSF24,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2034,"DI + 1,05%",--,--,"1,1237","0,0231","1,1005","1,1469","998,133008","99,636","1259,67",,
115,CHTH11,CHINA THREE GORGES BRASIL ENERGIA S.A. (*),15/12/2029,"DI + 0,43%","0,7687","0,4","0,5788","0,0738","0,505","0,6527","1034,296411","99,5688","735,18",10.0,
116,CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%","0,32","0,1777","0,2503","0,0017","0,2486","0,252","1077,231279","100,0075",2,45.0,
117,CIEL17,CIELO S/A,17/12/2027,"DI + 0,54%",--,--,"0,49","0,0429","0,4471","0,533","1039,484255","100,0956","483,85",,
118,CIEL18,CIELO S/A (*),08/05/2029,"DI + 0,54%","0,5092","0,4489","0,4733","0,0112","0,4621","0,4846","1054,017219","100,1872","710,14",,
119,CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",--,--,"1,1254","0,3896","0,7357","1,5151","163,857555","100,4586","79,69",,
120,CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",--,--,"1,2822","0,283","0,9991","1,5653","1062,985122","100,6485","449,74",,
121,CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,"0,8552","0,0082","0,8471","0,8635","1031,602729","100,3452","924,58",,
122,CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%","2,0037","1,6068","1,8218","0,0328","1,789","1,8547","1105,14534","104,5556","694,15",,
123,CLIS11,CLI SUL S/A (*),10/10/2031,"DI + 3,2%",--,--,--,--,--,--,N/D,N/D,N/D,,
124,CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%","1,05","0,3671","0,7125","0,0285","0,684","0,7411","1051,313024","100,9619","382,47",,
125,CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%","1,5324","1,25","1,3177","0,0761","1,2416","1,394","531,124616","100,4394","153,44",50.0,
126,CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%","0,65","0,35","0,5003","0,0013","0,4991","0,5017","1021,44271","100,7256","612,13",40.0,
127,CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2031,"DI + 0,55%","0,8","0,4004","0,6002","0,0004","0,5997","0,6007","999,717104","99,8","1010,4",,
128,CMGDA2,CEMIG DISTRIBUIÇÃO S/A (*),15/03/2032,"DI + 0,86%","0,8091","0,6043","0,7212","0,0044","0,7168","0,7257","1007,604044","100,5837","1065,69",,
129,CMGDA3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2030,"DI + 0,64%","0,7","0,306","0,5358","0,0415","0,4943","0,5773","1068,091005","100,3141","763,14",35.0,
130,CMGDB3,CEMIG DISTRIBUIÇÃO S/A (*),15/04/2032,"DI + 0,8%",--,--,"0,8327","0,0941","0,7386","0,9268","1064,099145","99,8699","1011,24",,
131,CMGTA0,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/03/2030,"DI + 0,64%","0,6898","0,5277","0,6104","0,0014","0,609","0,6119","1002,663541","100,0931","797,26",,
132,CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",82,25,"53,0305","4,5403","48,4902","57,5709","669,462428","63,072","234,48",,
133,CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%","0,85","0,4585","0,658","0,0359","0,6221","0,694","1048,820367","100,7278","275,15",,
134,COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%","1,25","0,9723","1,1153","0,0213","1,0939","1,1367","1032,10619","100,1129",79,,
135,COCEA2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2029,"DI + 1,1%","1,15","0,92","1,041","0,0087","1,0323","1,0497","1050,910234","100,1645","709,56",,
136,COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%","1,15","0,75","0,9503","0,0013","0,9491","0,9517","1061,034952","100,5688","361,81",,
137,COGNA3,COGNA EDUCACAO S.A (*),15/07/2027,"DI + 1,35%","1,1115","0,8","0,9504","0,0013","0,9491","0,9518","1035,351367","100,6356","404,22",,
138,COGNA4,COGNA EDUCACAO S.A (*),19/11/2029,"DI + 1,6%","1,25","0,8505","1,0605","0,0224","1,0381","1,083","1070,446672","101,4955","703,68",,
139,COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%","1,25","0,85","1,0504","0,0013","1,0491","1,0518","1070,182032","101,3476","622,7",,
140,COLNA3,RODOVIAS DAS COLINAS S/A (*),15/01/2032,"DI + 0,8%","0,8525","0,7","0,7751","0,0072","0,7679","0,7824","1023,905205","100,0896","913,66",35.0,
141,COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%","1,8697","1,7","1,7796","0,0098","1,7698","1,7895","1076,55263","100,5551","338,53",,
142,CPFGA3,CPFL GERAÇÃO DE ENERGIA S/A (*),10/09/2031,"DI + 0,59%","0,75","0,5","0,6379","0,0173","0,6207","0,6553","1001,576661","99,813","990,46",,
